UTS Latitude Longitude
1201959347 116.45023 39.87246
1201959347 116.45023 39.87246
1201959649 116.44466 39.87004
1201959950 116.43358 39.86462
1201960252 116.42161 39.86997
1201960554 116.37827 39.86971
1201960856 116.3682 39.87649
1201961158 116.36793 39.87161
1201961468 116.38477 39.86981
1201962063 116.45359 39.86982
1201962365 116.46 39.86655
1201963131 116.4221 39.8514
1201963449 116.42209 39.85154
1201963449 116.42209 39.85154
1201963449 116.42209 39.85154
1201963449 116.42209 39.85154
1201964967 116.4221 39.85148
1201965268 116.45311 39.86517
1201965872 116.45561 39.9387
1201966174 116.43302 39.96653
1201966475 116.38324 39.96709
1201966777 116.36515 39.9987
1201968165 116.3729 39.97537
1201968467 116.3729 39.95232
1201968769 116.38823 39.94751
1201969071 116.41572 39.94803
1201969372 116.428 39.9278
1201969976 116.42921 39.91014
1201970579 116.41207 39.89726
1201971485 116.36692 39.88805
1201971787 116.35365 39.88824
1201972113 116.33038 39.88143
1201972390 116.32597 39.8758
1201972390 116.32597 39.8758
1201972692 116.33701 39.87204
1201972994 116.34007 39.84725
1201973295 116.33908 39.82249
1201973596 116.33865 39.81797
1201973898 116.33915 39.80617
1201974200 116.34152 39.79199
1201974502 116.35175 39.79165
1201974803 116.36649 39.79418
1201975105 116.35865 39.79281
1201975407 116.36086 39.79294
1201975709 116.37751 39.80222
1201975850 116.38136 39.80499
1201976800 116.38775 39.81386
1201977102 116.38888 39.81817
1201977404 116.39897 39.83066
1201978007 116.50234 39.81787
1201978309 116.53511 39.82298
1201978605 116.54389 39.82272
1201979889 116.53886 39.8226
1201980191 116.51484 39.82112
1201980492 116.51907 39.79907
1201980794 116.50209 39.79083
1201980794 116.50209 39.79083
1201981096 116.47285 39.78291
1201981265 116.47353 39.78469
1201981883 116.46894 39.78759
1201982184 116.45497 39.79874
1201982476 116.45037 39.8038
1201983096 116.43855 39.8039
1201983352 116.43679 39.80363
1201985878 116.43083 39.80328
1201986180 116.43 39.80669
1201986841 116.42996 39.80671
1201987146 116.42991 39.80679
1201987448 116.42996 39.80669
1201987749 116.42997 39.8066
1201988051 116.43011 39.80405
1201988051 116.43011 39.80405
1201988353 116.44956 39.80569
1201988655 116.47224 39.79904
1201988956 116.48122 39.79698
1201989258 116.47526 39.79534
1201989560 116.47253 39.78659
1201989865 116.47409 39.78582
