UTS Latitude Longitude
1201959392 116.35322 39.91243
1201959462 116.35517 39.91248
1201959694 116.3603 39.91161
1201959764 116.36306 39.91041
1201960056 116.36768 39.90844
1201960065 116.36772 39.90811
1201960358 116.36734 39.89926
1201960367 116.36731 39.89924
1201960659 116.36809 39.88876
1201960669 116.36809 39.88876
1201960961 116.368 39.87557
1201960970 116.36799 39.87454
1201961263 116.35888 39.86914
1201961272 116.35866 39.86914
1201961576 116.36156 39.86797
1201961986 116.42416 39.86714
1201962180 116.42874 39.8644
1201962288 116.43144 39.86431
1201962481 116.43643 39.85733
1201962590 116.44486 39.85708
1201962772 116.44863 39.85564
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201963078 116.44853 39.85553
1201971586 116.44682 39.85692
1201972078 116.45548 39.89465
1201972190 116.45581 39.90529
1201972380 116.45589 39.90797
1201972491 116.45587 39.9111
1201972682 116.45565 39.91616
1201972793 116.45546 39.9176
1201972983 116.44503 39.91214
1201973095 116.44122 39.91204
1201973285 116.43484 39.91077
1201973587 116.42866 39.91691
1201974000 116.43685 39.94809
1201974190 116.46499 39.97141
1201974301 116.48264 39.98733
1201974492 116.51279 40.01414
1201974603 116.53842 40.024
1201974793 116.5762 40.04428
1201974905 116.57962 40.04709
1201975095 116.58338 40.07639
1201975206 116.58657 40.07865
1201975397 116.58045 40.07644
1201975508 116.58093 40.0721
1201975698 116.58238 40.06278
1201975810 116.57151 40.06328
1201976000 116.56391 40.06271
1201976111 116.56425 40.06128
1201976302 116.56709 40.06094
1201976413 116.56627 40.061
1201976603 116.56492 40.06113
1201976715 116.56427 40.06171
1201976905 116.56427 40.06171
1201977016 116.56424 40.06184
1201977207 116.564 40.06303
1201977318 116.56384 40.06353
1201977318 116.56384 40.06353
1201977508 116.56324 40.06645
1201977620 116.56282 40.06809
1201977810 116.56485 40.07029
1201977921 116.56616 40.07039
1201978112 116.56705 40.07094
1201978469 116.56712 40.07098
1201978469 116.56712 40.07098
1201978469 116.56712 40.07098
1201978469 116.56712 40.07098
1201978469 116.56712 40.07098
1201978469 116.56712 40.07098
1201978469 116.56712 40.07098
1201978469 116.56712 40.07098
1201978469 116.56712 40.07098
1201978469 116.56712 40.07098
1201978469 116.56712 40.07098
1201978469 116.56712 40.07098
1201982340 116.56706 40.07092
1201982633 116.56226 40.06921
1201982642 116.56229 40.06909
1201986977 116.49171 39.99884
1201986984 116.49265 39.99846
1201987279 116.50828 39.9817
1201987286 116.50836 39.9816
1201987580 116.51723 39.96984
1201987588 116.51805 39.96851
1201987882 116.53736 39.91878
1201987889 116.53741 39.91786
1201988184 116.59002 39.90801
1201988485 116.64698 39.92102
1201988493 116.64891 39.92116
1201988787 116.71299 39.92279
1201988794 116.71471 39.92308
1201989089 116.77789 39.93978
1201989096 116.77967 39.94004
1201989389 116.81836 39.94283
1201989471 116.83065 39.94433
1201989691 116.86439 39.94718
1201989773 116.86605 39.94964
1201990114 116.86568 39.94738
1201990380 116.83247 39.94468
1201990416 116.82834 39.94499
1201990682 116.80073 39.94298
1201990717 116.79594 39.94246
1201991019 116.75928 39.93436
1201991053 116.75889 39.93423
1201991354 116.69232 39.92247
1201991621 116.62986 39.91666
1201991655 116.62407 39.91434
1201991923 116.58339 39.91166
1201991957 116.57961 39.91275
1201992225 116.56134 39.91487
1201992259 116.55914 39.91502
1201992526 116.54182 39.91498
1201992560 116.53973 39.91503
1201992828 116.52374 39.91594
1201992862 116.52374 39.91594
1201993130 116.51503 39.92192
1201993164 116.51503 39.92192
1201993431 116.49707 39.92702
1201993465 116.49594 39.92698
1201993733 116.5006 39.92185
1201993767 116.50844 39.92195
1201994035 116.50406 39.92398
1201994069 116.50547 39.92403
1201994336 116.47911 39.92184
1201994370 116.47638 39.92177
1201994638 116.45885 39.92213
1201994672 116.45782 39.92214
1201995241 116.4431 39.9323
1201995275 116.44344 39.93229
1201995543 116.45509 39.92322
1201995577 116.45508 39.92321
1201995879 116.46717 39.91437
1201995879 116.46717 39.91437
1201996146 116.4835 39.91408
1201996750 116.48407 39.93045
1201996750 116.48407 39.93045
1201996783 116.48711 39.93254
1201997051 116.49664 39.93414
1201997085 116.49841 39.93551
1201997353 116.52882 39.94029
1201997387 116.53535 39.94029
1201997655 116.54133 39.96266
1201997688 116.54134 39.96345
1201997956 116.54134 39.96345
1201997990 116.54126 39.96109
1201998258 116.52611 39.94043
1201998292 116.52226 39.9404
1201998560 116.51119 39.92229
1201998861 116.49582 39.92337
1201998895 116.49525 39.92186
1201999163 116.47594 39.91437
1201999197 116.47578 39.91441
1201999465 116.47317 39.90375
1201999498 116.47957 39.90422
1201999766 116.50286 39.89955
1201999800 116.50396 39.89881
1202000068 116.49078 39.89955
1202000102 116.48673 39.89949
1202000370 116.46132 39.89214
1202000403 116.45576 39.89218
1202000671 116.45254 39.86476
1202000705 116.44731 39.8606
1202001007 116.44867 39.85683
1202001340 116.44854 39.8568
1202001340 116.44854 39.8568
1202001340 116.44854 39.8568
1202001340 116.44854 39.8568
1202001340 116.44854 39.8568
1202001340 116.44854 39.8568
1202001340 116.44854 39.8568
1202001340 116.44854 39.8568
1202001340 116.44854 39.8568
1202001340 116.44854 39.8568
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202006141 116.44873 39.85691
1202029633 116.44862 39.85686
1202029857 116.44654 39.85698
1202029934 116.44341 39.85802
1202030159 116.42891 39.86095
1202030236 116.42752 39.86412
1202030461 116.43216 39.86891
1202030538 116.43253 39.86469
1202031141 116.43269 39.85287
1202031366 116.43269 39.85287
1202031442 116.43269 39.85287
1202031667 116.43252 39.85683
1202031744 116.42647 39.85753
1202031969 116.40267 39.85582
1202032046 116.39605 39.85597
1202032271 116.39493 39.87117
1202032572 116.36818 39.87634
1202032649 116.36572 39.87726
1202032874 116.35288 39.88207
1202032951 116.35265 39.88573
1202033176 116.35704 39.88697
1202033477 116.35049 39.8905
1202033554 116.35055 39.89456
1202033779 116.34972 39.89597
1202034081 116.34974 39.89901
1202034157 116.34981 39.89889
1202034459 116.33944 39.90468
1202034761 116.35126 39.90054
1202034986 116.34578 39.91886
1202035062 116.34531 39.92358
1202035287 116.34453 39.93118
1202035364 116.34716 39.93405
1202035669 116.35011 39.92939
1202035770 116.35012 39.93056
1202035970 116.34998 39.93161
1202036072 116.34998 39.93161
1202036272 116.34999 39.93158
1202036373 116.34999 39.93157
1202036675 116.34981 39.93459
1202036977 116.34813 39.97497
1202037177 116.33106 39.9752
1202037278 116.32884 39.97892
1202037479 116.32729 39.98396
1202037580 116.32839 39.99046
1202037780 116.33123 39.99164
1202037882 116.33398 39.99591
1202038082 116.34648 40.00509
1202038183 116.34599 40.01361
1202038384 116.34598 40.00966
1202038485 116.34633 40.00152
1202038685 116.34665 39.99618
1202039390 116.38792 39.9765
1202039590 116.38867 39.95903
1202039692 116.38914 39.94974
1202040194 116.42728 39.94086
1202040295 116.42799 39.92865
1202040495 116.42131 39.91432
1202040597 116.42068 39.91036
1202040797 116.42068 39.90759
1202040898 116.42068 39.90759
1202041200 116.42572 39.9036
1202041400 116.4325 39.89672
1202041502 116.43283 39.89286
1202041803 116.42871 39.88295
1202042286 116.43289 39.86799
1202042308 116.43292 39.86738
1202042587 116.43329 39.85738
1202042610 116.43621 39.85729
1202043131 116.44321 39.85792
1202043678 116.44316 39.85805
1202043678 116.44316 39.85805
1202043678 116.44316 39.85805
1202043678 116.44316 39.85805
1202043678 116.44316 39.85805
1202045436 116.44321 39.85796
1202046035 116.44313 39.8578
1202046338 116.43796 39.85787
1202046338 116.43796 39.85787
1202047040 116.43296 39.85794
1202047246 116.42915 39.86144
1202047608 116.42696 39.86018
1202047910 116.4169 39.85639
1202047945 116.41426 39.8559
1202048212 116.37748 39.85746
1202048246 116.37785 39.85874
1202048513 116.38819 39.84965
1202048548 116.39026 39.8496
1202048850 116.3975 39.85545
1202049117 116.41668 39.85579
1202049151 116.41668 39.85579
1202049418 116.41668 39.85579
1202049453 116.41668 39.85579
1202049720 116.4258 39.85937
1202050022 116.42052 39.85706
1202050056 116.41639 39.85632
1202050203 116.41672 39.85594
1202050564 116.44848 39.86014
1202050866 116.49553 39.82063
1202050964 116.50523 39.81096
1202051167 116.49751 39.79877
1202051265 116.49829 39.79799
1202051265 116.49829 39.79799
1202051469 116.48812 39.81136
1202051567 116.47611 39.82301
1202051771 116.46615 39.83725
1202051869 116.46214 39.84422
1202052072 116.45377 39.85643
1202052170 116.44868 39.8561
1202052315 116.4486 39.85565
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202052622 116.44864 39.85558
1202061621 116.44869 39.85593
1202061673 116.44865 39.85687
1202061923 116.43863 39.85771
1202062095 116.43567 39.85781
1202062227 116.43118 39.86111
1202062457 116.42794 39.86065
1202062529 116.42751 39.86023
1202062759 116.42665 39.86008
1202062831 116.42614 39.86011
1202063061 116.42323 39.86446
1202063132 116.42245 39.86445
1202063362 116.41701 39.86443
1202063434 116.41372 39.86413
1202063664 116.39987 39.86384
1202063736 116.39463 39.8641
1202063736 116.39463 39.8641
1202063966 116.39072 39.85022
1202064037 116.38818 39.85151
1202064267 116.40997 39.85569
1202064339 116.41642 39.85581
1202064569 116.43053 39.85734
1202064641 116.43082 39.85736
1202064871 116.43648 39.85265
1202064942 116.43874 39.85261
1202065172 116.4404 39.85776
1202065244 116.43302 39.8578
1202065475 116.42927 39.86097
1202065475 116.42927 39.86097
1202065961 116.4247 39.86467
1202066028 116.4243 39.86649
1202066263 116.43946 39.88117
1202066329 116.43839 39.8896
1202066564 116.42966 39.90842
1202066631 116.42377 39.90729
1202066866 116.42174 39.91401
1202066933 116.42212 39.91405
1202066933 116.42212 39.91405
1202067168 116.42472 39.90756
1202067234 116.42472 39.90756
1202067539 116.42456 39.90759
1202067832 116.42067 39.91053
1202067844 116.42064 39.91156
1202068133 116.42021 39.92032
1202068146 116.42021 39.92032
1202068435 116.41975 39.92826
1202068447 116.41975 39.92826
1202068737 116.42582 39.93215
1202068749 116.4258 39.93216
1202069038 116.44286 39.9323
1202069051 116.44314 39.93232
1202069340 116.45306 39.93222
1202069352 116.45306 39.93222
1202069642 116.4445 39.93997
1202069654 116.4436 39.93993
1202069943 116.4294 39.93979
