UTS Latitude Longitude
1201964492 116.43015 39.86455
1201965391 116.45872 39.86048
1201965691 116.44947 39.86046
1201976881 116.43294 39.8645
1201977181 116.43227 39.86037
1201977481 116.43891 39.85456
1201978081 116.38497 39.83054
1201978381 116.3643 39.83162
1201978681 116.36381 39.83053
1201978981 116.37783 39.82995
1201979281 116.39528 39.81989
1201979581 116.396 39.8069
1201979881 116.37794 39.80179
1201980181 116.38076 39.802
1201980481 116.39654 39.80308
1201980781 116.41092 39.80177
1201981081 116.41358 39.79156
1201981381 116.42799 39.77655
1201981381 116.42799 39.77655
1201981681 116.4465 39.7496
1201981981 116.46573 39.71659
1201982281 116.50118 39.69863
1201982581 116.50821 39.7018
1201982881 116.50827 39.70183
1201983181 116.50828 39.70184
1201983481 116.50827 39.7019
1201983781 116.50698 39.69925
1201984081 116.50187 39.6849
1201984381 116.50004 39.67791
1201984681 116.49085 39.68997
1201984981 116.4909 39.68998
1201985281 116.49091 39.68999
1201985581 116.49091 39.68998
1201985881 116.4909 39.68998
1201986180 116.49088 39.68995
1201986480 116.49089 39.68995
1201986780 116.49089 39.68995
1201987080 116.49089 39.68995
1201987380 116.49089 39.68994
1201987980 116.49089 39.68993
1201988280 116.49089 39.68993
1201988580 116.49089 39.68993
1201989180 116.49088 39.68993
1201989480 116.49088 39.68992
1201989780 116.49088 39.68992
1201990080 116.49125 39.69005
1201990380 116.49092 39.68988
1201990980 116.50865 39.70188
1201991280 116.5089 39.69971
1201991880 116.50885 39.69971
1201992180 116.50883 39.69968
1201992480 116.50883 39.69969
1201992780 116.50883 39.69969
1201993080 116.50882 39.69969
1201993380 116.50882 39.69968
1201993680 116.50881 39.69968
1201993980 116.50881 39.69968
1201994280 116.50881 39.69968
1201994580 116.50887 39.69983
1201994880 116.50885 39.69978
1201995180 116.50884 39.69977
1201995480 116.50885 39.69978
1201996080 116.50886 39.69979
1201996380 116.50886 39.69978
1201996680 116.50886 39.69978
1201996980 116.50887 39.69978
1201997280 116.50887 39.69977
1201997580 116.50887 39.69976
1201997880 116.50887 39.69976
1201998180 116.50887 39.69976
1201998480 116.50887 39.69975
1201998780 116.50887 39.69975
1201998780 116.50887 39.69975
1201999080 116.50887 39.69974
1201999380 116.50887 39.69974
1201999680 116.50888 39.69974
1201999980 116.50887 39.69973
1202000280 116.50887 39.69973
1202000580 116.50887 39.69972
1202000880 116.50887 39.69972
1202001180 116.50888 39.69972
1202001480 116.50888 39.69972
1202001780 116.50888 39.69971
1202002079 116.50887 39.69971
1202002379 116.50887 39.69971
1202002679 116.50887 39.69971
1202002979 116.50887 39.69971
1202003279 116.50887 39.69971
1202003579 116.50887 39.69971
1202003879 116.50887 39.69971
1202004179 116.50887 39.69972
1202005079 116.50885 39.69972
1202005379 116.50885 39.69973
1202005979 116.50885 39.69973
1202006279 116.50885 39.69973
1202006579 116.50885 39.69973
1202006879 116.50885 39.69973
1202007179 116.50885 39.69973
1202007479 116.50885 39.69974
1202007479 116.50885 39.69974
1202007779 116.50885 39.69974
1202008079 116.50885 39.69974
1202008379 116.50885 39.69974
1202008679 116.50885 39.69974
1202008979 116.50885 39.69974
1202009279 116.50885 39.69974
1202009579 116.50884 39.69974
1202009879 116.50884 39.69974
1202010179 116.50884 39.69974
1202010479 116.50884 39.69973
1202010779 116.50884 39.69973
1202011079 116.50884 39.69973
1202011379 116.50885 39.69973
1202011679 116.50885 39.69973
1202011679 116.50885 39.69973
1202011979 116.50885 39.69972
1202012279 116.50885 39.69972
1202012579 116.50885 39.69972
1202012879 116.50885 39.69972
1202013179 116.50885 39.69972
1202013779 116.50885 39.69972
1202014379 116.50885 39.69972
1202014679 116.50885 39.69972
1202014979 116.50885 39.69972
1202015279 116.50885 39.69972
1202015579 116.50885 39.69972
1202015879 116.50885 39.69972
1202016179 116.50885 39.69972
1202016179 116.50885 39.69972
1202016479 116.50885 39.69972
1202016779 116.50885 39.69972
1202017079 116.50885 39.69972
1202017379 116.50885 39.69972
1202017379 116.50885 39.69972
1202017679 116.50885 39.69972
1202017979 116.50885 39.69972
1202018279 116.50885 39.69972
1202018578 116.50885 39.69972
1202018878 116.50885 39.69972
1202019178 116.50885 39.69972
1202019478 116.50885 39.69973
1202019779 116.50885 39.69973
1202020078 116.50885 39.69973
1202020378 116.50885 39.69973
1202020678 116.50885 39.69973
1202020978 116.50885 39.69973
1202021278 116.50885 39.69973
1202021578 116.50885 39.69973
1202021878 116.50885 39.69972
1202022178 116.50885 39.69972
1202022478 116.50885 39.69972
1202023078 116.50885 39.69972
1202023378 116.50885 39.69972
1202023978 116.50885 39.69971
1202024278 116.50885 39.69971
1202024878 116.50885 39.6997
1202024878 116.50885 39.6997
1202025178 116.50885 39.6997
1202025478 116.50885 39.6997
1202025778 116.50885 39.69971
1202026078 116.50885 39.69971
1202026378 116.50885 39.69971
1202027278 116.50885 39.69971
1202028178 116.47555 39.70515
1202028478 116.4564 39.7304
1202028778 116.44263 39.76217
1202029678 116.44438 39.8307
1202029978 116.47077 39.84246
1202041543 116.46057 39.89592
1202041842 116.45582 39.90401
1202042085 116.45888 39.892
1202042143 116.45496 39.89289
1202042442 116.45482 39.8824
1202042742 116.45428 39.86718
1202043042 116.42785 39.85755
1202043342 116.42652 39.86936
1202043642 116.4378 39.89375
1202043942 116.43009 39.90066
1202044242 116.42854 39.92005
1202044542 116.42238 39.94845
1202044842 116.41905 39.95625
1202045142 116.42249 39.94816
1202045442 116.42807 39.9198
1202046042 116.41985 39.92295
1202046342 116.41742 39.93199
1202046342 116.41742 39.93199
1202046642 116.43351 39.93234
1202046942 116.44318 39.93233
1202047242 116.45523 39.92187
1202047542 116.45504 39.90814
1202047842 116.45486 39.89371
1202048142 116.43974 39.88348
1202048442 116.4137 39.89948
1202048742 116.39466 39.89904
1202049042 116.37849 39.89886
1202049342 116.37504 39.9046
1202049642 116.36739 39.89999
1202049942 116.36789 39.89903
1202050242 116.36796 39.88208
1202050541 116.36129 39.88198
1202051141 116.35899 39.88205
1202051441 116.35899 39.88203
1202051741 116.35897 39.88192
1202052041 116.359 39.88187
1202052341 116.3594 39.88181
1202052641 116.37518 39.87749
1202052941 116.3916 39.87781
1202053241 116.39378 39.85434
1202053541 116.3942 39.85314
1202053841 116.39066 39.87031
1202054141 116.36835 39.88076
1202054441 116.3684 39.887
1202054741 116.36836 39.89778
1202055041 116.36849 39.90739
1202055041 116.36849 39.90739
1202055341 116.37002 39.90956
1202055641 116.36644 39.91335
1202055941 116.35109 39.91974
1202056241 116.34946 39.9373
1202056541 116.34623 39.96651
1202056841 116.33889 39.96653
1202057141 116.33223 39.96646
1202057441 116.32811 39.96436
1202057741 116.3462 39.96629
1202058041 116.37536 39.97292
1202058341 116.38487 39.96863
1202058641 116.38187 39.96961
1202058941 116.3886 39.95834
1202059241 116.38901 39.94938
1202059541 116.3845 39.94773
1202059841 116.36695 39.94738
1202060441 116.34147 39.93817
