UTS Latitude Longitude
1201959398 116.32853 39.96642
1201959699 116.30384 39.96201
1201960001 116.29475 39.9583
1201960322 116.2692 39.95689
1201960322 116.2692 39.95689
1201960605 116.26658 39.95549
1201960906 116.26772 39.96871
1201961208 116.24681 39.99441
1201961510 116.26112 40.01103
1201961812 116.26685 40.00412
1201962114 116.29187 39.99592
1201962415 116.2995 39.98402
1201962717 116.3274 39.97678
1201963019 116.33844 39.97497
1201963321 116.34797 39.97636
1201963623 116.36785 39.98594
1201963924 116.37403 40.00048
1201964226 116.39021 40.00835
1201964532 116.40156 39.99788
1201964830 116.41937 39.98749
1201965131 116.42683 39.96805
1201965433 116.45302 39.95306
1201965433 116.45302 39.95306
1201965735 116.44609 39.95149
1201966037 116.45539 39.94907
1201966339 116.47672 39.95531
1201966472 116.47672 39.9554
1201966778 116.47668 39.95547
1201966778 116.47668 39.95547
1201966778 116.47668 39.95547
1201966778 116.47668 39.95547
1201966778 116.47668 39.95547
1201966778 116.47668 39.95547
1201966778 116.47668 39.95547
1201966778 116.47668 39.95547
1201966778 116.47668 39.95547
1201966778 116.47668 39.95547
1201970047 116.46553 39.95131
1201970348 116.46195 39.95426
1201970649 116.46341 39.95915
1201970649 116.46341 39.95915
1201970951 116.48102 39.95675
1201971555 116.46285 39.92842
1201971857 116.46086 39.92353
1201972460 116.4665 39.92928
1201972762 116.45885 39.92202
1201973064 116.45505 39.94004
1201973667 116.42748 39.93315
1201973969 116.42848 39.91707
1201974271 116.42861 39.91254
1201974573 116.43795 39.89161
1201975176 116.39084 39.87026
1201975478 116.35294 39.86716
1201975780 116.34266 39.89282
1201976685 116.32854 39.9059
1201976987 116.32915 39.90812
1201977289 116.33979 39.90587
1201977590 116.34277 39.89578
1201977892 116.34112 39.85671
1201978194 116.36025 39.854
1201978496 116.38767 39.85566
1201978798 116.40794 39.85185
1201979099 116.40801 39.85412
1201979401 116.40366 39.85581
1201979703 116.34724 39.85049
1201980005 116.30976 39.85795
1201980306 116.28836 39.86517
1201980608 116.27692 39.85137
1201980910 116.27818 39.84237
1201981212 116.27769 39.8508
1201981514 116.28528 39.8645
1201981815 116.30159 39.86549
1201982172 116.3015 39.86553
1201982172 116.3015 39.86553
1201983025 116.30596 39.87238
1201983326 116.3022 39.88266
1201983628 116.29179 39.88474
1201983930 116.28907 39.88767
1201984232 116.28902 39.89484
1201984534 116.28909 39.89868
1201984835 116.30255 39.90482
1201985137 116.30423 39.8876
1201985439 116.31345 39.88726
1201985439 116.31345 39.88726
1201985741 116.32042 39.8837
1201986043 116.33249 39.87606
1201986344 116.32051 39.87885
1201986646 116.32028 39.88804
1201986948 116.3082 39.8864
1201987853 116.33584 39.91265
1201988155 116.34956 39.91256
1201988457 116.35309 39.90609
1201988759 116.34032 39.90609
1201989060 116.34472 39.9126
1201989362 116.35013 39.93066
1201989966 116.35748 39.94197
1201990268 116.34786 39.92684
1201990568 116.33298 39.92748
1201990870 116.32866 39.93666
1201991172 116.34929 39.93231
1201991474 116.35839 39.91793
1201993498 116.46964 39.9094
1201993800 116.46348 39.90833
1201994705 116.52507 39.91577
1201995007 116.54395 39.90998
1201995007 116.54395 39.90998
1201995308 116.54052 39.91503
1201995610 116.51305 39.91553
1201996516 116.48183 39.90756
1201997141 116.47627 39.92678
1201998650 116.48462 39.92178
1201999533 116.46155 40.00497
1202000439 116.47395 40.03976
1202001042 116.46767 40.02306
1202001645 116.46995 40.01013
1202001645 116.46995 40.01013
1202002852 116.48501 39.95816
1202003154 116.47256 39.93248
1202003456 116.46553 39.9499
1202003779 116.46762 39.94567
1202005046 116.48102 39.96983
1202005208 116.4888 39.97058
1202006972 116.48357 39.98635
1202007274 116.48289 39.98858
1202007878 116.48286 39.98856
1202008180 116.48286 39.98856
1202008481 116.49791 40.003
1202008783 116.52116 40.03361
1202009085 116.52114 40.03355
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202009502 116.52104 40.03346
1202027255 116.52084 40.03341
1202027858 116.48667 40.0083
1202028160 116.4674 40.00396
1202028764 116.45151 40.00014
1202029065 116.4515 40.00009
1202029367 116.4515 40.00009
1202029669 116.43861 39.98709
1202029971 116.37963 39.98657
1202030273 116.32138 39.98477
