UTS Latitude Longitude
1201959758 116.3472 39.98238
1201960396 116.37418 39.98908
1201965306 116.4029 39.9818
1201966728 116.42073 39.9076
1201967718 116.41113 39.92683
1201967723 116.4111 39.92735
1201967726 116.41108 39.92772
1201968752 116.37395 39.94763
1201968868 116.36572 39.94857
1201969496 116.36315 39.98793
1201969578 116.36295 39.99185
1201970504 116.39655 40.00357
1201970516 116.39695 40.0036
1201970554 116.39823 40.00375
1201970556 116.39825 40.00372
1201970559 116.39827 40.00365
1201971849 116.46407 39.98422
1201971849 116.46407 39.98422
1201974827 116.3991 39.99355
1201976118 116.39982 39.99368
1201979055 116.34648 39.90357
1201979055 116.34648 39.90357
1201979382 116.351 39.90407
1201980959 116.33818 39.93142
1201981064 116.33862 39.93587
1201981744 116.35042 39.9442
1201982063 116.34925 39.95215
1201982882 116.34933 39.95212
1201983650 116.3958 39.96707
1201984012 116.40785 39.95828
1201986669 116.46228 39.98435
1201988029 116.45158 39.95513
1201990587 116.405 39.91813
1201991374 116.40187 39.95567
1201991377 116.40177 39.95572
1201991380 116.40172 39.95587
1201994150 116.36863 39.89472
1201994677 116.40013 39.89462
1201994803 116.40058 39.89905
1201995897 116.4583 39.85527
1201996119 116.4531 39.8645
1201996852 116.40543 39.84315
1201997920 116.38997 39.83917
1201999112 116.36607 39.88808
1201999375 116.36853 39.8948
1201999377 116.36853 39.89485
1201999380 116.36853 39.89492
1202000993 116.40742 39.838
1202002830 116.34463 39.93562
1202002830 116.34463 39.93562
1202003992 116.42825 39.958
1202005865 116.57282 39.91253
1202007289 116.45525 39.95433
1202007468 116.45833 39.95747
1202007471 116.45833 39.95747
1202007517 116.45832 39.95747
1202007522 116.45832 39.95747
1202007959 116.42515 39.96383
1202008578 116.45468 39.9538
1202009080 116.43012 39.93192
1202009821 116.45493 39.95405
1202009986 116.45487 39.95428
1202011949 116.21428 39.90112
1202014902 116.45518 39.95428
1202015680 116.47555 39.97017
1202015690 116.47557 39.97018
1202015690 116.47557 39.97018
1202018282 116.49955 40.00675
1202030390 116.44355 39.96427
1202030390 116.44355 39.96427
1202030396 116.44355 39.96427
1202030396 116.44355 39.96427
1202031289 116.44317 39.96392
1202031851 116.44057 39.95155
1202032437 116.41818 39.9843
1202033393 116.41245 39.99223
1202033617 116.41067 39.98792
1202036546 116.27607 39.92785
1202038474 116.35122 39.90072
1202038613 116.35095 39.90167
1202042002 116.65137 40.1111
1202060695 116.58692 40.07878
1202064408 116.36195 39.8843
1202064589 116.3614 39.88505
1202068278 116.46082 39.8702
1202069090 116.45165 39.91393
1202069182 116.44975 39.91298
1202070060 116.4722 39.88833
1202070451 116.46945 39.89218
1202070451 116.46945 39.89218
1202070455 116.46888 39.89223
1202071545 116.45447 39.90738
1202071943 116.45128 39.90858
1202073326 116.4719 39.90797
1202074056 116.46543 39.92738
1202074673 116.46738 39.92165
1202074676 116.46762 39.92165
1202074678 116.46783 39.92165
1202075026 116.47212 39.91028
1202075436 116.46192 39.91545
1202076016 116.44972 39.92693
