UTS Latitude Longitude
1201959632 116.50662 39.90655
1201959632 116.50662 39.90655
1201959932 116.58936 39.90782
1201960232 116.61516 39.90494
1201960532 116.63142 39.90484
1201960618 116.63796 39.905
1201960918 116.63775 39.90508
1201961219 116.60252 39.90794
1201961519 116.57819 39.90901
1201961819 116.49856 39.90693
1201973501 116.29198 39.90641
1201973801 116.28613 39.909
1201974183 116.26768 39.90292
1201974483 116.24997 39.90286
1201974637 116.23571 39.90276
1201974950 116.21505 39.90452
1201975550 116.20282 39.90131
1201975850 116.18668 39.9062
1201975914 116.18374 39.90617
1201976214 116.20825 39.90615
1201976514 116.22971 39.90386
1201976814 116.23 39.90398
1201976908 116.22693 39.9026
1201977208 116.2049 39.9062
1201977500 116.19472 39.91239
1201977800 116.20399 39.90247
1201977844 116.20473 39.90092
1201978144 116.22983 39.8955
1201978744 116.27814 39.84279
1201979044 116.30652 39.82898
1201979113 116.30801 39.82891
1201979344 116.33304 39.82929
1201979344 116.33304 39.82929
1201979644 116.34189 39.86037
1201979944 116.38184 39.86968
1201980244 116.40551 39.87063
1201980544 116.43845 39.8729
1201980844 116.42508 39.89932
1201981144 116.42026 39.9033
1201981172 116.42105 39.90324
1201981472 116.42164 39.90321
1201981772 116.42162 39.90324
1201982072 116.42161 39.90332
1201982372 116.42184 39.90347
1201982437 116.42285 39.90357
1201982737 116.43272 39.90194
1201983037 116.42836 39.92355
1201983556 116.42644 39.95158
1201983638 116.42639 39.94938
1201983938 116.44998 39.95785
1201984238 116.48366 39.98236
1201984238 116.48366 39.98236
1201984278 116.4837 39.98039
1201984278 116.4837 39.98039
1201984537 116.47337 39.97087
1201984837 116.4833 39.9526
1201985570 116.46633 39.97227
1201985737 116.4976 40.00089
1201986037 116.56695 40.03524
1201986337 116.58228 40.06927
1201986457 116.58675 40.07877
1201986757 116.58095 40.07244
1201987057 116.56845 40.06363
1201987357 116.56726 40.07128
1201987657 116.56689 40.07219
1201987957 116.5669 40.07219
1201988257 116.5669 40.07218
1201988557 116.56689 40.07218
1201988857 116.5669 40.07217
1201989157 116.5669 40.07217
1201989457 116.5669 40.07217
1201990057 116.56689 40.07217
1201990357 116.56689 40.07217
1201990657 116.56689 40.07217
1201990657 116.56689 40.07217
1201990957 116.56689 40.07217
1201991557 116.56411 40.07029
1201991857 116.56395 40.07026
1201992157 116.56394 40.07027
1201992457 116.56269 40.06757
1201992757 116.56269 40.06757
1201993057 116.56339 40.06479
1201993357 116.57805 40.06268
1201993657 116.5827 40.06172
1201993957 116.58242 40.06319
1201994257 116.58135 40.06554
1201994557 116.58108 40.06782
1201994856 116.58135 40.07053
1201995156 116.58082 40.07348
1201995456 116.58286 40.07937
1201995716 116.58179 40.07926
1201996016 116.57404 40.04234
1201996316 116.50567 40.00828
1201996616 116.45351 39.96128
1201996916 116.45541 39.94068
1201997359 116.44466 39.93993
1201997699 116.42305 39.93972
1201998298 116.3904 39.93203
1201998481 116.39118 39.92697
1201999317 116.36885 39.89836
1201999618 116.36827 39.89002
1201999918 116.36821 39.88287
1202000218 116.36234 39.86914
1202000498 116.35518 39.86264
1202000649 116.35514 39.86369
1202000949 116.34307 39.8708
1202001394 116.31529 39.89637
1202001694 116.28765 39.89572
1202001995 116.22953 39.89583
1202002295 116.22512 39.89773
1202002595 116.22511 39.89771
1202002894 116.22511 39.89772
1202003195 116.22511 39.89782
1202003495 116.2251 39.89796
1202003795 116.22509 39.89775
1202004095 116.22515 39.89786
1202004994 116.2251 39.89801
1202005294 116.2251 39.89803
1202005894 116.2251 39.89804
1202006194 116.22513 39.89795
1202006494 116.22514 39.89805
1202007094 116.22518 39.89782
1202007394 116.22493 39.89822
1202007694 116.22499 39.89825
1202007994 116.22501 39.89823
1202008294 116.22494 39.89882
1202008594 116.22516 39.89825
1202008894 116.22517 39.89743
1202009194 116.22533 39.89919
1202009494 116.22521 39.89834
1202010094 116.22524 39.89848
1202010394 116.22522 39.89817
1202010994 116.22521 39.89815
1202011894 116.22508 39.89796
1202012194 116.22509 39.89811
1202012494 116.22512 39.89813
1202012794 116.22512 39.8981
1202013094 116.22504 39.89843
1202013394 116.22503 39.89764
1202013694 116.22496 39.89786
1202013994 116.22491 39.89763
1202014294 116.22486 39.89793
1202014594 116.2249 39.89795
1202015193 116.22494 39.89798
1202015493 116.22507 39.89806
1202015793 116.2251 39.89818
1202016093 116.22517 39.89796
1202016393 116.22509 39.89803
1202016693 116.2251 39.89799
1202016993 116.22506 39.89802
1202017293 116.22485 39.89811
1202017593 116.22542 39.89774
1202017893 116.22486 39.89816
1202018193 116.22487 39.89822
1202018493 116.22487 39.89822
1202018493 116.22487 39.89822
1202018793 116.22504 39.89821
1202018793 116.22504 39.89821
1202019093 116.22503 39.8978
1202019393 116.22502 39.89767
1202019693 116.22503 39.89766
1202019993 116.22503 39.8976
1202020293 116.22496 39.89781
1202020593 116.22514 39.8974
1202020893 116.22513 39.89742
1202021193 116.22514 39.89747
1202021493 116.22515 39.89765
1202021793 116.22498 39.89792
1202022392 116.22505 39.89783
1202022692 116.22505 39.8978
1202022993 116.22505 39.89781
1202023293 116.22504 39.89794
1202023593 116.22517 39.89833
1202023893 116.22514 39.89819
1202024193 116.22505 39.89819
1202024493 116.22505 39.89822
1202025393 116.22502 39.89829
1202025693 116.22507 39.89811
1202025993 116.22506 39.89814
1202026293 116.22505 39.89814
1202026892 116.22505 39.89817
1202027492 116.22513 39.89683
1202027792 116.22516 39.8976
1202028092 116.22509 39.89775
1202028392 116.22128 39.90625
1202028692 116.20062 39.91594
1202028692 116.20062 39.91594
1202029292 116.20156 39.94085
1202029592 116.20157 39.9406
1202029982 116.21235 39.96354
1202030282 116.25875 40.00196
1202030882 116.41089 40.02076
1202031182 116.43983 39.99194
1202031482 116.41379 39.96791
1202031782 116.41222 39.95665
1202032083 116.41194 39.94771
1202032383 116.42799 39.92548
1202032982 116.42764 39.94525
1202033143 116.45009 39.95812
1202033582 116.53753 40.02386
1202033582 116.53753 40.02386
1202034182 116.55654 40.06571
1202034366 116.55475 40.07495
1202034666 116.56228 40.06995
1202034966 116.56469 40.0708
1202035266 116.56468 40.0708
1202035866 116.56467 40.0708
1202036166 116.56467 40.0708
1202036466 116.56467 40.0708
1202036766 116.56467 40.07081
1202036766 116.56467 40.07081
1202037066 116.56467 40.07081
1202037366 116.56459 40.07059
1202037666 116.56462 40.07083
1202037965 116.56462 40.07083
1202038265 116.56462 40.07083
1202038865 116.56463 40.07082
1202039165 116.56463 40.07083
1202039465 116.56463 40.07083
1202039765 116.56463 40.07082
1202040065 116.56463 40.07082
1202040366 116.56464 40.07082
1202041266 116.56293 40.06726
1202041565 116.58276 40.06164
1202041865 116.58277 40.06163
1202042165 116.58278 40.06163
1202042465 116.58154 40.06912
1202042765 116.58081 40.07475
1202043065 116.58063 40.07471
1202043365 116.58185 40.07599
1202043665 116.58183 40.07599
1202043966 116.58201 40.07546
1202044266 116.58539 40.07679
1202044566 116.58718 40.0779
1202044856 116.58745 40.07835
1202045156 116.58046 40.04807
1202045456 116.52766 40.02041
1202045756 116.4718 39.9778
1202045756 116.4718 39.9778
1202046359 116.40107 39.98864
1202046659 116.40892 39.99044
1202046959 116.39549 39.98851
1202047258 116.37164 39.9871
1202047558 116.37319 39.95537
1202047858 116.37271 39.95126
1202048158 116.36552 39.94736
1202048758 116.3349 39.93713
1202049058 116.31064 39.9387
1202049358 116.30788 39.94107
1202049658 116.30788 39.94107
1202049958 116.30788 39.94107
1202050557 116.36861 39.96652
1202051158 116.40172 40.00124
1202051458 116.40181 40.00573
1202051758 116.38702 40.00858
1202052058 116.37117 40.00022
1202052350 116.37015 40.00037
1202052650 116.35539 39.98592
1202052950 116.34746 39.95874
1202053250 116.34896 39.94122
1202053551 116.3378 39.93153
1202053551 116.3378 39.93153
1202053851 116.32881 39.92693
1202054185 116.32647 39.92689
1202054271 116.32752 39.92692
1202054571 116.33875 39.91729
1202054871 116.33702 39.9043
1202055171 116.33617 39.89742
1202055445 116.34962 39.89695
1202055745 116.3468 39.89484
1202056045 116.34688 39.8987
1202056345 116.34686 39.89872
1202056646 116.34685 39.89873
1202056946 116.34682 39.89877
1202057272 116.34672 39.91112
1202057572 116.34976 39.91219
1202057872 116.35618 39.9129
1202058172 116.37251 39.91302
1202058472 116.38525 39.92154
1202058772 116.40452 39.92043
1202058800 116.40433 39.91987
1202059072 116.41129 39.91601
1202059372 116.41843 39.91413
1202059735 116.42052 39.91302
1202060035 116.42807 39.91008
1202060335 116.45364 39.90283
1202060635 116.45707 39.90565
1202060725 116.45894 39.90632
1202061007 116.45594 39.91031
1202061307 116.45569 39.92049
1202061607 116.45587 39.93938
1202061907 116.44141 39.96092
1202062208 116.43627 39.98495
1202062508 116.39142 39.98686
1202062808 116.33927 39.98545
1202063707 116.31319 39.99621
1202064007 116.31186 39.99607
1202064277 116.31186 39.99607
1202064308 116.31186 39.99607
1202064608 116.31414 39.99442
1202064608 116.31414 39.99442
1202064908 116.314 39.99438
1202065208 116.314 39.99437
1202065507 116.31022 39.98329
1202065807 116.31212 39.97273
1202066107 116.31655 39.95993
1202066407 116.31875 39.94308
1202066707 116.30793 39.9407
1202067007 116.30793 39.9407
1202067307 116.30567 39.94105
1202067607 116.30783 39.93922
1202067617 116.30936 39.9387
1202067917 116.31886 39.94368
1202068179 116.31814 39.95546
1202068439 116.32934 39.95432
1202068739 116.33784 39.93015
1202069039 116.33832 39.92284
1202069339 116.33898 39.91472
1202069639 116.33796 39.90685
1202069939 116.32864 39.90462
1202070239 116.32652 39.90146
1202070539 116.32392 39.90153
1202070839 116.32295 39.89718
1202071059 116.32564 39.88919
1202071359 116.32303 39.89496
1202071659 116.31073 39.89949
1202071757 116.31078 39.90459
1202072057 116.30451 39.90627
1202072357 116.30083 39.90622
1202072657 116.29619 39.91169
1202072686 116.29618 39.91202
1202072984 116.28927 39.91238
1202073284 116.29177 39.90625
1202073432 116.30479 39.90489
1202073732 116.30463 39.90769
1202074032 116.29555 39.89605
1202074048 116.29424 39.89592
1202074348 116.26915 39.91627
1202074648 116.26368 39.93198
1202074681 116.26368 39.93194
1202074980 116.25928 39.92785
1202075065 116.25513 39.92811
1202075365 116.24694 39.91809
1202075665 116.2396 39.90632
1202075965 116.22969 39.90291
1202076040 116.23144 39.90255
1202076340 116.23046 39.90383
1202076640 116.22601 39.90286
1202076693 116.22428 39.90336
1202076994 116.20541 39.90805
1202088628 116.22493 39.89779
1202088927 116.225 39.89793
1202089227 116.22499 39.89793
1202089527 116.22498 39.89794
1202089827 116.22497 39.89796
1202090127 116.22497 39.89798
1202090127 116.22497 39.89798
1202090427 116.22497 39.89799
1202091027 116.22497 39.898
1202091327 116.22497 39.89801
1202091627 116.22496 39.89802
1202091927 116.22461 39.89836
1202092227 116.2249 39.8987
1202092527 116.22487 39.89849
1202092827 116.22506 39.8984
1202093127 116.22482 39.89784
1202093426 116.22507 39.89793
1202093726 116.22507 39.89792
1202094026 116.22506 39.89793
1202094326 116.22506 39.89794
1202094627 116.22498 39.89822
1202094927 116.22502 39.89785
1202095227 116.22495 39.89711
1202095526 116.22476 39.89823
1202095827 116.22507 39.89824
1202096127 116.22506 39.8982
1202096427 116.22505 39.89818
1202096727 116.22539 39.89885
1202097026 116.22509 39.89837
1202097326 116.22496 39.89739
1202097626 116.22498 39.89799
1202097926 116.22499 39.898
1202097926 116.22499 39.898
1202098226 116.22496 39.89834
1202098526 116.22492 39.89807
1202098826 116.22491 39.89808
1202099126 116.22492 39.89807
1202099426 116.22504 39.89816
1202099726 116.22504 39.89814
1202100026 116.22503 39.89814
1202100326 116.22494 39.8977
1202100626 116.22497 39.89823
1202100926 116.22494 39.89812
1202101226 116.22496 39.89814
1202101526 116.22496 39.89811
1202101826 116.22497 39.89814
1202102126 116.22497 39.89811
1202102726 116.22495 39.89812
1202103026 116.22494 39.89813
1202103326 116.22494 39.89812
1202103626 116.22493 39.89811
1202103925 116.22483 39.89792
1202104226 116.22485 39.8979
1202104526 116.22485 39.8979
1202104826 116.22485 39.8979
1202105126 116.22499 39.89788
1202105426 116.22499 39.8982
1202105726 116.225 39.89817
1202106326 116.22499 39.89807
1202106625 116.22494 39.89803
1202106925 116.22487 39.89831
1202107525 116.22497 39.89829
1202107525 116.22497 39.89829
1202107825 116.22497 39.89821
1202108125 116.22509 39.89831
1202108425 116.22507 39.89828
1202108725 116.22507 39.89829
1202109025 116.22508 39.89829
1202109325 116.22507 39.89828
1202109625 116.22492 39.89789
1202109925 116.22492 39.89793
1202110225 116.2249 39.89793
1202110525 116.22489 39.89796
1202110825 116.22489 39.89793
1202111125 116.22478 39.89742
1202111725 116.22489 39.89811
1202112025 116.22486 39.89815
1202112325 116.22487 39.89814
1202112625 116.22487 39.89813
1202112925 116.22487 39.89812
1202113225 116.22491 39.89822
1202113525 116.22497 39.89776
1202113825 116.22488 39.89824
1202114125 116.2249 39.89821
1202114425 116.22492 39.8977
1202114725 116.22494 39.89775
1202115025 116.22494 39.89777
1202115325 116.22494 39.89777
1202115625 116.22498 39.89804
1202115925 116.22498 39.89804
1202116224 116.22498 39.89804
1202116224 116.22498 39.89804
1202116524 116.22478 39.89802
1202116824 116.22493 39.89758
1202117124 116.22488 39.89793
1202117424 116.225 39.89775
1202117724 116.22495 39.8978
1202118024 116.22494 39.8978
1202118324 116.22634 39.8993
1202118624 116.24467 39.90261
1202118795 116.25724 39.90264
1202119095 116.26843 39.91008
1202119395 116.27837 39.93096
1202119695 116.30173 39.931
1202119754 116.30313 39.93104
1202119963 116.30644 39.93209
1202120263 116.29558 39.93145
1202120435 116.29945 39.92683
1202120735 116.30395 39.90971
1202120815 116.30133 39.90806
1202121115 116.29813 39.91176
1202121415 116.31494 39.9071
1202121715 116.30615 39.89596
1202122015 116.31353 39.89492
1202122315 116.31353 39.89492
1202122315 116.31353 39.89492
1202122615 116.31353 39.89492
1202122915 116.31353 39.89492
1202123215 116.31353 39.89492
1202123515 116.31353 39.89492
1202123815 116.31353 39.89492
1202124414 116.31353 39.89492
1202124714 116.31353 39.89492
1202125014 116.31353 39.89492
1202125314 116.31353 39.89492
1202125614 116.31353 39.89492
1202125672 116.31353 39.89492
1202125972 116.34498 39.89678
1202126572 116.34933 39.93927
1202126872 116.39483 39.94762
1202127172 116.42246 39.94822
1202127274 116.42375 39.94318
1202127575 116.41955 39.93612
1202127875 116.41991 39.9242
1202128175 116.42048 39.91091
