Data(UTC) Time(UTC) Latitude Longitude
02-Feb-2008 13:36:50 116.44932 39.93866
02-Feb-2008 13:41:51 116.46479 39.94362
02-Feb-2008 13:46:52 116.4612 39.93248
02-Feb-2008 13:51:54 116.45529 39.92581
02-Feb-2008 13:57:11 116.45519 39.89381
02-Feb-2008 14:01:58 116.45214 39.87492
02-Feb-2008 14:06:59 116.45012 39.87492
02-Feb-2008 14:12:01 116.43528 39.89777
02-Feb-2008 14:17:03 116.42625 39.90276
02-Feb-2008 14:22:05 116.42775 39.902
02-Feb-2008 14:27:06 116.42634 39.90361
02-Feb-2008 14:32:08 116.43465 39.90709
02-Feb-2008 14:37:10 116.49119 39.90674
02-Feb-2008 14:42:12 116.54494 39.90772
02-Feb-2008 14:47:14 116.5755 39.91288
02-Feb-2008 14:52:15 116.57952 39.9157
02-Feb-2008 14:57:17 116.58328 39.91495
02-Feb-2008 15:02:19 116.59216 39.911
02-Feb-2008 15:07:21 116.58603 39.91098
02-Feb-2008 15:12:23 116.58414 39.9111
02-Feb-2008 15:12:23 116.58414 39.9111
02-Feb-2008 15:17:24 116.60771 39.90387
02-Feb-2008 15:22:26 116.63074 39.90475
02-Feb-2008 15:27:28 116.61641 39.90556
02-Feb-2008 15:27:28 116.61641 39.90556
02-Feb-2008 15:32:30 116.59619 39.90826
02-Feb-2008 15:37:32 116.5413 39.90828
02-Feb-2008 15:42:33 116.47305 39.90393
02-Feb-2008 15:47:35 116.43891 39.88444
02-Feb-2008 15:52:37 116.41291 39.86976
02-Feb-2008 15:57:39 116.39342 39.85712
02-Feb-2008 16:07:42 116.43145 39.85757
02-Feb-2008 16:12:44 116.45512 39.86692
02-Feb-2008 16:22:48 116.46167 39.87892
02-Feb-2008 16:27:49 116.45531 39.87852
02-Feb-2008 16:32:51 116.43876 39.88455
02-Feb-2008 16:37:53 116.42078 39.87
02-Feb-2008 16:52:58 116.31655 39.86689
02-Feb-2008 16:58:00 116.30625 39.87023
02-Feb-2008 17:08:04 116.31508 39.88603
02-Feb-2008 17:13:06 116.3205 39.8886
02-Feb-2008 17:18:07 116.33575 39.87628
02-Feb-2008 17:28:11 116.31646 39.88869
02-Feb-2008 17:33:13 116.3157 39.89161
02-Feb-2008 17:38:14 116.34433 39.8966
02-Feb-2008 17:43:15 116.35068 39.90452
02-Feb-2008 17:48:17 116.35019 39.92125
02-Feb-2008 17:58:43 116.34633 39.93919
02-Feb-2008 18:03:22 116.33549 39.93733
02-Feb-2008 18:08:24 116.32106 39.93744
02-Feb-2008 18:13:26 116.35416 39.94353
02-Feb-2008 18:18:28 116.39205 39.94756
02-Feb-2008 18:23:30 116.41203 39.94782
02-Feb-2008 18:28:31 116.41941 39.9399
02-Feb-2008 18:33:33 116.44383 39.93985
02-Feb-2008 18:38:35 116.45689 39.94457
02-Feb-2008 18:43:37 116.46201 39.95336
02-Feb-2008 18:48:39 116.46171 39.95637
02-Feb-2008 18:53:40 116.45673 39.94829
02-Feb-2008 18:58:42 116.44518 39.93997
02-Feb-2008 19:03:44 116.43253 39.93988
02-Feb-2008 19:08:46 116.4266 39.93525
02-Feb-2008 19:13:47 116.44435 39.94609
02-Feb-2008 19:18:49 116.45458 39.95274
02-Feb-2008 19:18:49 116.45458 39.95274
02-Feb-2008 19:23:51 116.45881 39.95916
02-Feb-2008 19:28:53 116.46164 39.9576
02-Feb-2008 19:33:55 116.45211 39.95495
02-Feb-2008 19:38:56 116.44436 39.95924
02-Feb-2008 19:43:58 116.42529 39.96835
02-Feb-2008 19:49:00 116.43629 39.96405
02-Feb-2008 19:54:02 116.4483 39.95628
02-Feb-2008 19:59:04 116.45471 39.94896
02-Feb-2008 20:04:05 116.47111 39.95285
02-Feb-2008 20:09:07 116.47972 39.95909
02-Feb-2008 20:14:09 116.46033 39.95827
02-Feb-2008 20:19:11 116.46766 39.96598
02-Feb-2008 20:24:13 116.46563 39.97454
02-Feb-2008 20:29:14 116.46818 39.98887
02-Feb-2008 20:34:16 116.47376 39.99305
02-Feb-2008 20:39:18 116.47013 39.9857
02-Feb-2008 20:44:20 116.47112 39.97291
02-Feb-2008 20:49:21 116.46175 39.95564
02-Feb-2008 20:54:23 116.46219 39.94967
02-Feb-2008 20:59:25 116.46005 39.95866
02-Feb-2008 21:04:27 116.44645 39.95765
02-Feb-2008 21:09:29 116.42481 39.97808
02-Feb-2008 21:14:30 116.42905 39.98225
02-Feb-2008 21:19:32 116.41843 39.97428
02-Feb-2008 21:24:34 116.4125 39.95331
02-Feb-2008 21:29:36 116.41852 39.948
02-Feb-2008 21:34:37 116.41756 39.93967
02-Feb-2008 21:39:38 116.41085 39.93319
02-Feb-2008 21:44:40 116.41125 39.92339
02-Feb-2008 21:49:42 116.40649 39.91271
02-Feb-2008 21:54:44 116.40635 39.91262
02-Feb-2008 21:59:46 116.40759 39.91016
02-Feb-2008 22:04:47 116.39285 39.90639
02-Feb-2008 22:09:49 116.38133 39.90596
02-Feb-2008 22:14:51 116.35636 39.90598
02-Feb-2008 22:19:53 116.31553 39.90966
02-Feb-2008 22:24:55 116.29664 39.91356
02-Feb-2008 22:29:56 116.29156 39.91182
02-Feb-2008 22:34:58 116.28875 39.90836
02-Feb-2008 22:40:00 116.28899 39.90656
02-Feb-2008 22:45:02 116.28882 39.89593
02-Feb-2008 22:50:03 116.29627 39.8887
02-Feb-2008 22:55:05 116.29845 39.89558
02-Feb-2008 23:00:07 116.29608 39.9019
02-Feb-2008 23:05:09 116.29601 39.89611
02-Feb-2008 23:10:11 116.24725 39.89597
02-Feb-2008 23:15:12 116.2502 39.88698
02-Feb-2008 23:20:14 116.26441 39.8883
02-Feb-2008 23:25:16 116.28834 39.86569
02-Feb-2008 23:25:16 116.28834 39.86569
02-Feb-2008 23:30:18 116.29163 39.86797
02-Feb-2008 23:35:20 116.2881 39.86535
02-Feb-2008 23:40:21 116.32161 39.84799
02-Feb-2008 23:45:23 116.3589 39.84573
02-Feb-2008 23:50:25 116.37728 39.84861
02-Feb-2008 23:55:27 116.3596 39.84944
