Data(UTC) Time(UTC) Latitude Longitude
02-Feb-2008 13:33:44 116.30557 39.99257
02-Feb-2008 13:38:44 116.30868 39.98886
02-Feb-2008 13:42:44 116.3088 39.98533
02-Feb-2008 13:47:44 116.31048 39.97959
02-Feb-2008 13:52:44 116.31684 39.95787
02-Feb-2008 13:57:44 116.31935 39.93916
02-Feb-2008 14:07:44 116.32849 39.9194
02-Feb-2008 14:12:44 116.32927 39.90405
02-Feb-2008 14:17:44 116.33605 39.89924
02-Feb-2008 14:22:44 116.34247 39.88875
02-Feb-2008 14:32:44 116.38245 39.88343
02-Feb-2008 14:33:36 116.38309 39.88328
02-Feb-2008 14:33:36 116.38309 39.88328
02-Feb-2008 14:38:36 116.3887 39.88492
02-Feb-2008 14:38:36 116.3887 39.88492
02-Feb-2008 14:39:55 116.38482 39.88491
02-Feb-2008 14:52:01 116.37059 39.90305
02-Feb-2008 14:57:01 116.37377 39.90454
02-Feb-2008 15:02:01 116.37379 39.90452
02-Feb-2008 15:12:01 116.37381 39.90453
02-Feb-2008 15:17:01 116.36762 39.90881
02-Feb-2008 15:27:29 116.3625 39.93116
02-Feb-2008 15:30:24 116.353 39.93325
02-Feb-2008 15:32:58 116.35048 39.93728
02-Feb-2008 15:37:58 116.35008 39.93929
02-Feb-2008 15:42:58 116.32042 39.93761
02-Feb-2008 15:43:32 116.31899 39.93776
02-Feb-2008 15:47:58 116.30862 39.9503
02-Feb-2008 15:52:58 116.31854 39.94599
02-Feb-2008 16:01:42 116.32832 39.96585
02-Feb-2008 16:11:42 116.3697 39.9675
02-Feb-2008 16:14:02 116.37303 39.97102
02-Feb-2008 16:16:42 116.36983 39.96819
02-Feb-2008 16:21:42 116.3746 39.97532
02-Feb-2008 16:26:42 116.38132 39.99112
02-Feb-2008 16:26:44 116.38182 39.99035
02-Feb-2008 16:36:44 116.39723 39.98661
02-Feb-2008 16:41:44 116.41031 39.98689
02-Feb-2008 16:42:26 116.41062 39.98635
02-Feb-2008 16:52:26 116.40178 39.96266
02-Feb-2008 16:52:33 116.40176 39.96305
02-Feb-2008 16:57:33 116.40952 39.96734
02-Feb-2008 17:02:33 116.41313 39.96754
02-Feb-2008 17:03:22 116.41212 39.9675
02-Feb-2008 17:08:22 116.41103 39.98103
02-Feb-2008 17:13:13 116.42763 39.98101
02-Feb-2008 17:13:13 116.42763 39.98101
02-Feb-2008 17:18:12 116.43171 39.98285
02-Feb-2008 17:23:12 116.43173 39.98263
02-Feb-2008 17:27:15 116.41814 39.98407
02-Feb-2008 17:37:15 116.36482 39.98635
02-Feb-2008 17:37:15 116.36482 39.98635
02-Feb-2008 17:40:34 116.36036 39.99234
02-Feb-2008 17:43:55 116.3631 39.98688
02-Feb-2008 17:48:55 116.36381 39.96827
02-Feb-2008 17:53:55 116.36423 39.9667
02-Feb-2008 17:58:55 116.39582 39.96574
02-Feb-2008 17:59:45 116.39642 39.96579
02-Feb-2008 18:04:45 116.36806 39.92276
02-Feb-2008 18:04:45 116.40421 39.9673
02-Feb-2008 18:05:06 116.40522 39.9674
02-Feb-2008 18:10:06 116.39229 39.96758
02-Feb-2008 18:15:06 116.38814 39.9834
02-Feb-2008 18:27:23 116.26888 39.96111
02-Feb-2008 18:30:06 116.26235 39.95322
02-Feb-2008 18:31:38 116.26305 39.95305
02-Feb-2008 18:36:38 116.26695 39.95265
02-Feb-2008 18:36:43 116.26725 39.95262
02-Feb-2008 18:41:43 116.26979 39.95829
02-Feb-2008 18:43:20 116.27426 39.96027
02-Feb-2008 18:48:20 116.28054 39.97473
02-Feb-2008 18:53:20 116.3342 39.98477
02-Feb-2008 18:58:20 116.36395 39.98568
02-Feb-2008 19:03:20 116.39765 39.98673
02-Feb-2008 19:08:20 116.43898 39.98475
02-Feb-2008 19:13:20 116.44178 39.99318
02-Feb-2008 19:18:19 116.45663 39.99884
02-Feb-2008 19:23:19 116.46044 39.98627
02-Feb-2008 19:27:07 116.46298 39.98006
02-Feb-2008 19:32:07 116.46604 39.98269
02-Feb-2008 19:35:47 116.4668 39.9933
02-Feb-2008 19:39:09 116.46372 40.00307
02-Feb-2008 19:44:09 116.46697 39.99919
02-Feb-2008 19:49:09 116.47058 40.0005
02-Feb-2008 19:54:09 116.48882 39.99434
02-Feb-2008 19:59:09 116.48643 39.99328
02-Feb-2008 20:04:09 116.48641 39.99324
02-Feb-2008 20:09:09 116.48213 39.988
02-Feb-2008 20:14:09 116.48035 39.99441
02-Feb-2008 20:18:36 116.47959 39.99655
02-Feb-2008 20:23:36 116.47659 40.00956
02-Feb-2008 20:28:36 116.50771 40.01011
02-Feb-2008 20:38:36 116.58684 40.07773
02-Feb-2008 20:39:11 116.58687 40.07772
02-Feb-2008 20:44:11 116.58099 40.07244
02-Feb-2008 20:49:11 116.56386 40.06358
02-Feb-2008 20:50:47 116.55602 40.06247
02-Feb-2008 20:55:47 116.56179 40.07925
02-Feb-2008 20:57:39 116.56229 40.08449
02-Feb-2008 21:02:39 116.56677 40.07059
02-Feb-2008 21:07:38 116.56509 40.07083
02-Feb-2008 21:12:38 116.56506 40.07082
02-Feb-2008 21:17:38 116.56507 40.07081
02-Feb-2008 21:22:38 116.56507 40.0708
02-Feb-2008 21:32:38 116.56507 40.07079
02-Feb-2008 21:37:38 116.56507 40.07078
02-Feb-2008 21:42:38 116.56506 40.07078
02-Feb-2008 21:47:38 116.56507 40.07077
02-Feb-2008 21:52:38 116.56507 40.07077
02-Feb-2008 21:57:38 116.56507 40.07077
02-Feb-2008 22:02:38 116.56506 40.07077
02-Feb-2008 22:07:38 116.56253 40.06995
02-Feb-2008 22:12:38 116.56229 40.06995
02-Feb-2008 22:17:38 116.56831 40.06369
02-Feb-2008 22:17:38 116.56831 40.06369
02-Feb-2008 22:22:38 116.56884 40.06352
02-Feb-2008 22:27:38 116.56883 40.06353
02-Feb-2008 22:32:38 116.56882 40.06355
02-Feb-2008 22:37:38 116.57471 40.06291
