Data(UTC) Time(UTC) Latitude Longitude
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 13:37:19 116.36569 39.89303
02-Feb-2008 15:28:06 116.36576 39.89517
02-Feb-2008 15:31:58 116.36968 39.89405
02-Feb-2008 15:33:07 116.37006 39.89298
02-Feb-2008 15:36:59 116.36998 39.89389
02-Feb-2008 15:42:01 116.35773 39.88802
02-Feb-2008 15:47:03 116.35292 39.88203
02-Feb-2008 15:51:56 116.35212 39.88491
02-Feb-2008 15:52:04 116.35193 39.88496
02-Feb-2008 15:57:06 116.33846 39.89663
02-Feb-2008 15:57:47 116.33622 39.8981
02-Feb-2008 16:02:08 116.32941 39.9056
02-Feb-2008 16:02:49 116.32936 39.90847
02-Feb-2008 16:07:08 116.32854 39.91869
02-Feb-2008 16:07:50 116.32859 39.91874
02-Feb-2008 16:12:10 116.32827 39.92459
02-Feb-2008 16:12:51 116.32798 39.92638
02-Feb-2008 16:22:13 116.34473 39.93854
02-Feb-2008 16:26:47 116.34255 39.94834
02-Feb-2008 16:27:15 116.34199 39.95005
02-Feb-2008 16:31:49 116.34891 39.95084
02-Feb-2008 16:32:16 116.34932 39.94961
02-Feb-2008 16:37:18 116.34999 39.94367
02-Feb-2008 16:42:20 116.34928 39.93321
02-Feb-2008 16:47:21 116.35016 39.92038
02-Feb-2008 16:57:25 116.31954 39.89591
02-Feb-2008 17:00:01 116.31544 39.89708
02-Feb-2008 17:05:02 116.32194 39.89911
02-Feb-2008 17:07:28 116.32324 39.89614
02-Feb-2008 17:12:29 116.34342 39.8962
02-Feb-2008 17:22:33 116.35036 39.91441
02-Feb-2008 17:27:34 116.34961 39.9291
02-Feb-2008 17:32:36 116.36362 39.94662
02-Feb-2008 17:37:38 116.37515 39.9761
02-Feb-2008 17:42:39 116.37334 39.98536
02-Feb-2008 17:47:41 116.40096 39.98682
02-Feb-2008 17:52:05 116.39793 39.98874
02-Feb-2008 17:57:06 116.40109 39.97478
02-Feb-2008 17:57:44 116.4011 39.97143
02-Feb-2008 18:02:08 116.39913 39.95895
02-Feb-2008 18:02:46 116.39909 39.95778
02-Feb-2008 18:07:10 116.40161 39.95469
02-Feb-2008 18:07:47 116.4017 39.95171
02-Feb-2008 18:12:11 116.40204 39.94324
02-Feb-2008 18:12:49 116.40197 39.94324
02-Feb-2008 18:17:13 116.40157 39.93954
02-Feb-2008 18:17:51 116.40055 39.93952
02-Feb-2008 18:22:52 116.39345 39.93946
02-Feb-2008 18:27:16 116.39093 39.9394
02-Feb-2008 18:27:54 116.3901 39.93906
02-Feb-2008 18:32:18 116.38985 39.93427
02-Feb-2008 18:32:56 116.38991 39.93264
02-Feb-2008 18:37:19 116.38607 39.92183
02-Feb-2008 18:37:57 116.3852 39.92159
02-Feb-2008 18:42:59 116.38558 39.90678
02-Feb-2008 18:47:23 116.37688 39.8973
02-Feb-2008 18:48:01 116.37314 39.89624
02-Feb-2008 18:52:24 116.37006 39.89296
02-Feb-2008 18:57:26 116.37347 39.89315
02-Feb-2008 18:58:04 116.37328 39.89418
02-Feb-2008 19:01:53 116.373 39.89512
03-Feb-2008 03:37:50 116.3681 39.89008
03-Feb-2008 03:40:08 116.36555 39.89207
03-Feb-2008 03:41:50 116.36537 39.89297
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 03:47:15 116.3654 39.89309
03-Feb-2008 10:04:33 116.3654 39.893
03-Feb-2008 10:05:25 116.36539 39.89296
03-Feb-2008 10:09:34 116.36397 39.89162
03-Feb-2008 10:10:26 116.36309 39.89181
03-Feb-2008 10:14:36 116.36303 39.89179
03-Feb-2008 10:15:28 116.36308 39.89175
03-Feb-2008 10:19:38 116.3631 39.8918
03-Feb-2008 10:25:31 116.35794 39.88805
03-Feb-2008 10:30:33 116.34286 39.89571
03-Feb-2008 10:35:35 116.30423 39.90341
03-Feb-2008 10:40:36 116.30099 39.92009
03-Feb-2008 10:50:38 116.31701 39.9658
03-Feb-2008 10:54:24 116.3244 39.96707
03-Feb-2008 10:55:40 116.32307 39.96663
03-Feb-2008 10:59:26 116.32614 39.96602
03-Feb-2008 11:00:42 116.32846 39.96106
03-Feb-2008 11:04:27 116.33395 39.95656
03-Feb-2008 11:09:29 116.33864 39.9476
03-Feb-2008 11:10:45 116.33874 39.94779
03-Feb-2008 11:15:47 116.34642 39.93721
03-Feb-2008 11:15:47 116.34642 39.93721
03-Feb-2008 11:20:48 116.34938 39.9316
03-Feb-2008 11:25:50 116.35038 39.91211
03-Feb-2008 11:50:41 116.30447 39.91006
03-Feb-2008 11:55:10 116.29462 39.92279
03-Feb-2008 11:55:43 116.29117 39.92284
03-Feb-2008 12:00:45 116.28265 39.92292
03-Feb-2008 12:05:46 116.30384 39.91798
03-Feb-2008 12:10:48 116.31702 39.9061
03-Feb-2008 12:15:50 116.33671 39.90582
03-Feb-2008 12:25:10 116.38543 39.90163
03-Feb-2008 12:30:11 116.37861 39.89877
03-Feb-2008 12:30:54 116.37857 39.8988
03-Feb-2008 12:35:13 116.37065 39.8928
03-Feb-2008 12:35:56 116.37054 39.89281
03-Feb-2008 12:40:15 116.37044 39.89271
03-Feb-2008 12:40:58 116.37039 39.89268
03-Feb-2008 12:45:59 116.36841 39.89646
03-Feb-2008 12:51:01 116.38553 39.90022
03-Feb-2008 12:56:03 116.39655 39.90632
03-Feb-2008 13:01:04 116.41802 39.9069
03-Feb-2008 13:05:38 116.44549 39.90517
03-Feb-2008 13:06:06 116.44513 39.90418
03-Feb-2008 13:10:40 116.43574 39.8925
03-Feb-2008 13:11:08 116.43471 39.89253
