Data(UTC) Time(UTC) Latitude Longitude
02-Feb-2008 13:34:02 116.56581 40.07034
02-Feb-2008 13:36:19 116.56713 40.07136
02-Feb-2008 13:43:12 116.56631 40.07222
02-Feb-2008 13:43:12 116.56631 40.07222
02-Feb-2008 13:43:12 116.56631 40.07222
02-Feb-2008 13:43:12 116.56631 40.07222
02-Feb-2008 13:43:12 116.56631 40.07222
02-Feb-2008 14:13:21 116.56633 40.07214
02-Feb-2008 14:13:31 116.56633 40.07214
02-Feb-2008 14:18:23 116.56633 40.07214
02-Feb-2008 14:18:32 116.56633 40.07214
02-Feb-2008 14:23:34 116.56633 40.07214
02-Feb-2008 14:28:26 116.56633 40.07214
02-Feb-2008 14:28:36 116.56633 40.07214
02-Feb-2008 14:33:28 116.56633 40.07214
02-Feb-2008 14:33:37 116.56633 40.07214
02-Feb-2008 14:33:37 116.56633 40.07214
02-Feb-2008 14:38:30 116.56633 40.07214
02-Feb-2008 14:38:30 116.56633 40.07214
02-Feb-2008 14:38:39 116.56633 40.07214
02-Feb-2008 14:43:31 116.56633 40.07214
02-Feb-2008 14:43:41 116.56633 40.07214
02-Feb-2008 14:48:32 116.56633 40.07214
02-Feb-2008 14:48:41 116.56633 40.07214
02-Feb-2008 14:53:34 116.56633 40.07214
02-Feb-2008 14:53:43 116.56633 40.07214
02-Feb-2008 14:58:35 116.56633 40.07214
02-Feb-2008 14:58:45 116.56633 40.07214
02-Feb-2008 15:03:46 116.56633 40.07214
02-Feb-2008 15:08:39 116.56633 40.07214
02-Feb-2008 15:08:48 116.56633 40.07214
02-Feb-2008 15:13:40 116.56633 40.07214
02-Feb-2008 15:13:50 116.56633 40.07214
02-Feb-2008 15:18:42 116.56633 40.07214
02-Feb-2008 15:23:44 116.56633 40.07214
02-Feb-2008 15:23:53 116.56633 40.07214
02-Feb-2008 15:28:45 116.56633 40.07214
02-Feb-2008 15:28:55 116.56633 40.07214
02-Feb-2008 15:33:47 116.56633 40.07214
02-Feb-2008 15:33:56 116.56633 40.07214
02-Feb-2008 15:38:49 116.56633 40.07214
02-Feb-2008 15:38:58 116.56633 40.07214
02-Feb-2008 15:44:00 116.56633 40.07214
02-Feb-2008 15:48:52 116.56633 40.07214
02-Feb-2008 15:49:01 116.56633 40.07214
02-Feb-2008 15:53:54 116.56633 40.07214
02-Feb-2008 15:54:03 116.56633 40.07214
02-Feb-2008 15:58:55 116.56633 40.07214
02-Feb-2008 15:59:05 116.56633 40.07214
02-Feb-2008 16:03:57 116.56633 40.07214
02-Feb-2008 16:04:06 116.56633 40.07214
02-Feb-2008 16:08:59 116.56633 40.07214
02-Feb-2008 16:09:08 116.56633 40.07214
02-Feb-2008 16:14:00 116.56633 40.07214
02-Feb-2008 16:14:10 116.56633 40.07214
02-Feb-2008 16:19:02 116.56415 40.0717
02-Feb-2008 16:19:11 116.56416 40.07155
02-Feb-2008 16:24:04 116.56399 40.07017
02-Feb-2008 16:24:13 116.56399 40.07017
02-Feb-2008 16:29:05 116.56329 40.06543
02-Feb-2008 16:29:15 116.56332 40.06524
02-Feb-2008 16:34:07 116.58239 40.06426
02-Feb-2008 16:34:16 116.58221 40.06523
02-Feb-2008 16:39:09 116.58205 40.06613
02-Feb-2008 16:39:18 116.58205 40.06613
02-Feb-2008 16:39:18 116.58205 40.06613
02-Feb-2008 16:44:10 116.58128 40.07091
02-Feb-2008 16:44:10 116.58128 40.07091
02-Feb-2008 16:44:20 116.58126 40.07105
02-Feb-2008 16:49:12 116.5822 40.07462
02-Feb-2008 16:54:14 116.5822 40.07462
02-Feb-2008 16:54:23 116.5822 40.07462
02-Feb-2008 16:59:15 116.58404 40.07643
02-Feb-2008 16:59:25 116.58404 40.07643
02-Feb-2008 17:04:17 116.58701 40.07925
