Data(UTC) Time(UTC) Latitude Longitude
02-Feb-2008 13:36:33 116.05578 39.73149
02-Feb-2008 13:41:33 116.05578 39.73149
02-Feb-2008 13:46:33 116.05578 39.73149
02-Feb-2008 13:51:33 116.05579 39.73148
02-Feb-2008 13:56:33 116.05579 39.73148
02-Feb-2008 14:01:33 116.05579 39.73148
02-Feb-2008 14:06:32 116.05579 39.73148
02-Feb-2008 14:11:32 116.05593 39.73035
02-Feb-2008 14:16:32 116.05801 39.72765
02-Feb-2008 14:21:32 116.05586 39.73036
02-Feb-2008 14:26:32 116.05581 39.73046
02-Feb-2008 14:31:32 116.05582 39.73048
02-Feb-2008 14:36:32 116.05582 39.73048
02-Feb-2008 14:41:32 116.05583 39.7305
02-Feb-2008 14:46:33 116.05583 39.7305
02-Feb-2008 14:51:33 116.05583 39.73051
02-Feb-2008 14:56:33 116.05584 39.73052
02-Feb-2008 15:00:29 116.05584 39.73052
02-Feb-2008 15:01:33 116.05584 39.73052
02-Feb-2008 15:06:33 116.05584 39.73052
02-Feb-2008 15:11:33 116.05584 39.73052
02-Feb-2008 15:16:33 116.05584 39.73053
02-Feb-2008 15:26:32 116.05585 39.73053
02-Feb-2008 15:31:32 116.05585 39.73053
02-Feb-2008 15:36:32 116.06077 39.7221
02-Feb-2008 15:36:32 116.06077 39.7221
02-Feb-2008 15:41:32 116.02659 39.70579
02-Feb-2008 15:46:32 116.02792 39.70361
02-Feb-2008 15:56:32 116.02793 39.7036
02-Feb-2008 16:01:32 116.02797 39.70348
02-Feb-2008 16:06:32 116.028 39.70357
02-Feb-2008 16:11:32 116.05255 39.72141
02-Feb-2008 16:16:32 116.05588 39.73035
02-Feb-2008 16:21:32 116.05585 39.73133
02-Feb-2008 16:26:32 116.05585 39.73137
02-Feb-2008 16:31:32 116.05585 39.73135
02-Feb-2008 16:36:32 116.05585 39.73135
02-Feb-2008 16:41:32 116.05584 39.73135
02-Feb-2008 16:46:32 116.05584 39.73134
02-Feb-2008 16:51:32 116.05584 39.73135
02-Feb-2008 16:56:32 116.05555 39.73119
02-Feb-2008 17:01:32 116.05559 39.73123
02-Feb-2008 17:06:32 116.0556 39.73125
02-Feb-2008 17:11:32 116.05562 39.73126
02-Feb-2008 17:16:32 116.05563 39.73128
02-Feb-2008 17:21:32 116.05564 39.73129
02-Feb-2008 17:31:32 116.05565 39.73131
02-Feb-2008 17:36:32 116.05565 39.73131
02-Feb-2008 17:41:32 116.05566 39.73132
02-Feb-2008 17:46:32 116.05566 39.73133
02-Feb-2008 17:51:32 116.05567 39.73133
02-Feb-2008 17:56:31 116.05567 39.73134
02-Feb-2008 18:01:31 116.05568 39.73134
02-Feb-2008 18:01:31 116.05568 39.73134
02-Feb-2008 18:06:31 116.05568 39.73135
02-Feb-2008 18:11:31 116.05568 39.73135
02-Feb-2008 18:21:31 116.05569 39.73136
02-Feb-2008 18:26:31 116.05569 39.73136
02-Feb-2008 18:31:31 116.05569 39.73136
02-Feb-2008 18:36:31 116.0557 39.73136
02-Feb-2008 18:41:31 116.0557 39.73136
02-Feb-2008 18:46:31 116.0556 39.73148
02-Feb-2008 18:51:31 116.05715 39.72566
02-Feb-2008 18:56:31 116.05714 39.72566
02-Feb-2008 19:01:31 116.05715 39.72565
02-Feb-2008 19:06:32 116.05715 39.72565
02-Feb-2008 19:11:32 116.05714 39.72565
02-Feb-2008 19:16:32 116.05713 39.72567
02-Feb-2008 19:21:32 116.05714 39.72564
02-Feb-2008 19:26:32 116.05715 39.72563
02-Feb-2008 19:31:32 116.05716 39.72559
02-Feb-2008 19:36:31 116.05711 39.73287
02-Feb-2008 19:41:31 116.0617 39.73176
02-Feb-2008 19:46:31 116.06168 39.73178
02-Feb-2008 19:51:31 116.0618 39.73168
02-Feb-2008 19:56:31 116.06641 39.7218
02-Feb-2008 20:01:31 116.06314 39.72411
02-Feb-2008 20:06:31 116.05438 39.73222
02-Feb-2008 20:11:31 116.05568 39.73134
02-Feb-2008 20:16:31 116.05567 39.73134
02-Feb-2008 20:21:31 116.05567 39.73135
02-Feb-2008 20:26:31 116.05569 39.73136
02-Feb-2008 20:26:31 116.05569 39.73136
02-Feb-2008 20:36:31 116.0557 39.73137
02-Feb-2008 20:41:31 116.05571 39.73138
02-Feb-2008 20:46:31 116.05572 39.73138
02-Feb-2008 20:51:31 116.05573 39.73138
02-Feb-2008 20:56:31 116.05573 39.73139
