Data(UTC) Time(UTC) Latitude Longitude
02-Feb-2008 18:36:36 116.49732 39.96728
02-Feb-2008 18:37:11 116.49708 39.96572
02-Feb-2008 18:37:14 116.49708 39.96567
02-Feb-2008 18:37:32 116.49645 39.96578
02-Feb-2008 18:46:42 116.49647 39.96588
02-Feb-2008 18:46:49 116.4965 39.96567
02-Feb-2008 18:47:02 116.497 39.96563
02-Feb-2008 18:53:54 116.49722 39.96738
02-Feb-2008 18:56:30 116.4935 39.97062
02-Feb-2008 18:58:27 116.48383 39.9725
02-Feb-2008 18:58:41 116.48383 39.97292
02-Feb-2008 19:01:16 116.48388 39.97398
02-Feb-2008 19:01:27 116.48373 39.97455
02-Feb-2008 19:02:57 116.48563 39.97528
02-Feb-2008 19:03:33 116.48798 39.97525
02-Feb-2008 19:06:01 116.4934 39.97122
02-Feb-2008 19:09:22 116.51135 39.97617
02-Feb-2008 19:13:32 116.5345 39.97157
02-Feb-2008 19:15:21 116.54127 39.96585
02-Feb-2008 19:16:16 116.54127 39.96482
02-Feb-2008 19:18:37 116.5495 39.96458
02-Feb-2008 19:19:19 116.55075 39.96442
02-Feb-2008 19:21:02 116.55672 39.96378
02-Feb-2008 19:21:24 116.55695 39.96463
02-Feb-2008 19:35:52 116.55692 39.96435
02-Feb-2008 19:36:03 116.55677 39.96383
02-Feb-2008 19:38:31 116.54303 39.96473
02-Feb-2008 19:40:14 116.54133 39.96955
02-Feb-2008 19:45:14 116.51597 39.9764
02-Feb-2008 19:45:39 116.51285 39.97672
02-Feb-2008 19:47:17 116.50867 39.97442
02-Feb-2008 19:52:19 116.48383 39.97147
02-Feb-2008 19:52:40 116.48395 39.9727
02-Feb-2008 19:52:40 116.48395 39.9727
02-Feb-2008 19:54:06 116.4839 39.97358
02-Feb-2008 19:54:24 116.48373 39.97468
02-Feb-2008 19:55:40 116.48377 39.9718
02-Feb-2008 19:56:40 116.48375 39.97133
02-Feb-2008 19:57:23 116.48517 39.97057
02-Feb-2008 19:57:23 116.48517 39.97057
02-Feb-2008 19:59:11 116.48383 39.97288
02-Feb-2008 20:07:38 116.48392 39.97318
02-Feb-2008 20:07:48 116.4838 39.97373
02-Feb-2008 20:08:12 116.48375 39.97493
02-Feb-2008 20:09:03 116.48365 39.97127
02-Feb-2008 20:09:24 116.48367 39.97005
02-Feb-2008 20:09:53 116.48233 39.9699
02-Feb-2008 20:14:53 116.47715 39.96072
02-Feb-2008 20:18:59 116.48347 39.93957
02-Feb-2008 20:21:02 116.47708 39.93253
02-Feb-2008 20:21:55 116.4729 39.93252
02-Feb-2008 20:23:59 116.46698 39.93247
02-Feb-2008 20:26:09 116.46652 39.9306
02-Feb-2008 20:26:38 116.46655 39.9297
02-Feb-2008 20:27:55 116.46418 39.92893
02-Feb-2008 20:27:55 116.46418 39.92893
02-Feb-2008 20:29:56 116.4609 39.93047
02-Feb-2008 20:31:33 116.46093 39.9313
02-Feb-2008 20:33:26 116.46657 39.9302
02-Feb-2008 20:35:10 116.47135 39.92968
02-Feb-2008 20:38:16 116.4786 39.92205
02-Feb-2008 20:40:40 116.48362 39.91668
02-Feb-2008 20:45:40 116.48327 39.87408
02-Feb-2008 20:50:00 116.50425 39.8681
02-Feb-2008 20:50:00 116.50425 39.8681
02-Feb-2008 20:50:29 116.50423 39.86738
02-Feb-2008 20:50:48 116.50423 39.86627
02-Feb-2008 20:51:53 116.50558 39.86625
02-Feb-2008 20:52:06 116.50662 39.86625
02-Feb-2008 20:52:29 116.50762 39.86622
02-Feb-2008 20:53:24 116.5079 39.86775
02-Feb-2008 20:53:59 116.5079 39.8684
02-Feb-2008 20:54:02 116.5079 39.86847
02-Feb-2008 20:54:05 116.5079 39.86847
02-Feb-2008 20:56:11 116.50102 39.87285
02-Feb-2008 21:00:31 116.48763 39.87973
02-Feb-2008 21:00:47 116.48705 39.88005
02-Feb-2008 21:02:12 116.47732 39.8831
02-Feb-2008 21:02:12 116.47732 39.8831
02-Feb-2008 21:05:12 116.47155 39.8914
02-Feb-2008 21:05:12 116.47155 39.8914
02-Feb-2008 21:07:57 116.47158 39.89697
02-Feb-2008 21:10:24 116.47187 39.90238
02-Feb-2008 21:12:15 116.47187 39.90605
02-Feb-2008 21:15:05 116.4721 39.90887
02-Feb-2008 21:16:04 116.4719 39.91233
02-Feb-2008 21:18:40 116.45772 39.91222
02-Feb-2008 21:21:04 116.4511 39.91458
02-Feb-2008 21:22:08 116.45157 39.91837
02-Feb-2008 21:23:01 116.44802 39.9181
02-Feb-2008 21:23:18 116.44715 39.918
02-Feb-2008 21:24:44 116.44625 39.91778
02-Feb-2008 21:25:36 116.4477 39.91498
02-Feb-2008 21:25:57 116.44757 39.91433
02-Feb-2008 21:26:54 116.44442 39.91498
02-Feb-2008 21:27:46 116.44425 39.91992
02-Feb-2008 21:29:44 116.4443 39.92017
02-Feb-2008 21:34:45 116.44027 39.92188
02-Feb-2008 21:36:18 116.43552 39.92273
02-Feb-2008 21:38:05 116.4336 39.92295
02-Feb-2008 21:38:58 116.43267 39.92275
02-Feb-2008 21:38:58 116.43267 39.92275
02-Feb-2008 21:40:57 116.42838 39.9284
02-Feb-2008 21:42:27 116.4349 39.93237
02-Feb-2008 21:42:58 116.43658 39.93235
02-Feb-2008 21:44:39 116.4415 39.93237
02-Feb-2008 21:44:43 116.44155 39.93235
02-Feb-2008 21:46:15 116.44287 39.93235
02-Feb-2008 21:49:03 116.45215 39.93238
02-Feb-2008 21:49:42 116.45485 39.93243
02-Feb-2008 21:53:12 116.45593 39.93347
02-Feb-2008 21:53:43 116.45592 39.93345
02-Feb-2008 21:54:51 116.45588 39.93933
02-Feb-2008 21:56:32 116.45662 39.94412
02-Feb-2008 21:59:09 116.46238 39.947
02-Feb-2008 22:01:10 116.46195 39.95418
02-Feb-2008 22:03:40 116.4562 39.95535
02-Feb-2008 22:05:44 116.45665 39.95502
02-Feb-2008 22:10:45 116.45795 39.9529
02-Feb-2008 22:11:42 116.45623 39.95145
02-Feb-2008 22:14:05 116.45273 39.94775
02-Feb-2008 22:14:31 116.45157 39.94802
02-Feb-2008 22:14:37 116.45135 39.94792
02-Feb-2008 22:16:34 116.45957 39.94922
02-Feb-2008 22:17:39 116.4648 39.95087
02-Feb-2008 22:17:39 116.4648 39.95087
02-Feb-2008 22:19:39 116.47675 39.95473
02-Feb-2008 22:24:39 116.49222 39.93377
02-Feb-2008 22:25:31 116.49935 39.93575
02-Feb-2008 22:29:26 116.50645 39.93435
02-Feb-2008 22:30:18 116.50623 39.93433
02-Feb-2008 22:31:59 116.509 39.93362
02-Feb-2008 22:33:15 116.5112 39.93035
02-Feb-2008 22:34:00 116.51113 39.92877
02-Feb-2008 22:39:02 116.48933 39.92187
02-Feb-2008 22:41:52 116.47587 39.92697
02-Feb-2008 22:41:52 116.47587 39.92697
02-Feb-2008 22:43:18 116.47247 39.92973
02-Feb-2008 22:44:20 116.47233 39.93178
02-Feb-2008 22:46:39 116.46822 39.93535
02-Feb-2008 22:46:39 116.46822 39.93535
02-Feb-2008 22:47:03 116.46747 39.93465
02-Feb-2008 22:47:32 116.46658 39.93282
02-Feb-2008 22:49:07 116.46477 39.92902
02-Feb-2008 22:53:12 116.45767 39.9328
02-Feb-2008 22:53:41 116.45637 39.93252
02-Feb-2008 22:54:51 116.45583 39.9393
02-Feb-2008 22:55:33 116.45548 39.93968
02-Feb-2008 22:58:43 116.45533 39.9225
02-Feb-2008 22:59:28 116.45532 39.92107
02-Feb-2008 23:00:17 116.45512 39.91882
02-Feb-2008 23:01:29 116.45527 39.91693
02-Feb-2008 23:02:35 116.45493 39.91452
02-Feb-2008 23:05:58 116.45498 39.89357
02-Feb-2008 23:05:58 116.45498 39.89357
02-Feb-2008 23:07:37 116.46575 39.8923
02-Feb-2008 23:08:37 116.46658 39.89312
02-Feb-2008 23:11:06 116.47118 39.89223
02-Feb-2008 23:13:01 116.47125 39.88753
02-Feb-2008 23:13:59 116.47208 39.8887
02-Feb-2008 23:15:46 116.46977 39.88732
02-Feb-2008 23:17:14 116.47155 39.89025
02-Feb-2008 23:17:25 116.47147 39.89093
02-Feb-2008 23:17:28 116.47145 39.89097
02-Feb-2008 23:20:45 116.47127 39.88753
02-Feb-2008 23:21:41 116.47112 39.88382
02-Feb-2008 23:22:28 116.47105 39.88138
02-Feb-2008 23:25:13 116.4663 39.87012
02-Feb-2008 23:25:13 116.4663 39.87012
02-Feb-2008 23:27:06 116.46378 39.8698
02-Feb-2008 23:27:43 116.46372 39.86932
02-Feb-2008 23:27:51 116.46393 39.86922
02-Feb-2008 23:28:31 116.46457 39.86905
02-Feb-2008 23:29:49 116.46492 39.86852
02-Feb-2008 23:30:37 116.46628 39.86797
02-Feb-2008 23:31:03 116.46487 39.86873
02-Feb-2008 23:31:07 116.4647 39.86888
02-Feb-2008 23:31:32 116.46375 39.86957
02-Feb-2008 23:31:58 116.4659 39.87
02-Feb-2008 23:34:29 116.4554 39.87013
02-Feb-2008 23:36:02 116.45668 39.87835
02-Feb-2008 23:36:22 116.45733 39.87793
02-Feb-2008 23:36:45 116.45823 39.87775
02-Feb-2008 23:37:25 116.45828 39.87787
02-Feb-2008 23:38:54 116.45552 39.87833
02-Feb-2008 23:41:17 116.46127 39.88108
02-Feb-2008 23:41:46 116.46148 39.8828
02-Feb-2008 23:42:19 116.46107 39.88367
02-Feb-2008 23:42:48 116.46095 39.88323
02-Feb-2008 23:46:12 116.4557 39.90383
02-Feb-2008 23:47:27 116.45602 39.90515
02-Feb-2008 23:49:59 116.47165 39.90673
02-Feb-2008 23:51:33 116.47193 39.90948
02-Feb-2008 23:52:05 116.47222 39.9103
02-Feb-2008 23:52:09 116.47228 39.91032
02-Feb-2008 23:53:15 116.47187 39.91047
02-Feb-2008 23:53:33 116.47185 39.91195
02-Feb-2008 23:54:01 116.47192 39.9139
02-Feb-2008 23:54:40 116.47517 39.91405
02-Feb-2008 23:55:45 116.48182 39.91422
02-Feb-2008 23:56:19 116.48262 39.9143
02-Feb-2008 23:58:31 116.48337 39.91428
03-Feb-2008 00:02:27 116.50865 39.92198
03-Feb-2008 00:03:16 116.51117 39.92198
03-Feb-2008 00:03:56 116.50762 39.92217
03-Feb-2008 00:03:56 116.50762 39.92217
03-Feb-2008 00:06:09 116.4961 39.92192
03-Feb-2008 00:11:59 116.4782 39.92692
03-Feb-2008 00:12:22 116.47588 39.92695
03-Feb-2008 00:13:08 116.47507 39.92692
03-Feb-2008 00:13:56 116.47233 39.92958
03-Feb-2008 00:13:56 116.47233 39.92958
03-Feb-2008 00:16:27 116.45803 39.93248
03-Feb-2008 00:16:55 116.4574 39.93255
03-Feb-2008 00:21:56 116.442 39.96067
03-Feb-2008 00:21:56 116.442 39.96067
03-Feb-2008 00:24:29 116.43862 39.95428
03-Feb-2008 00:24:57 116.43803 39.954
03-Feb-2008 00:26:53 116.43683 39.95368
03-Feb-2008 00:27:12 116.43793 39.9538
03-Feb-2008 00:28:30 116.43815 39.95392
03-Feb-2008 00:31:18 116.43652 39.96283
03-Feb-2008 00:32:44 116.43898 39.96
03-Feb-2008 00:37:40 116.43793 39.95903
03-Feb-2008 00:39:17 116.43342 39.95363
03-Feb-2008 00:40:14 116.43837 39.95405
03-Feb-2008 00:40:35 116.43838 39.95407
03-Feb-2008 00:43:15 116.43705 39.94627
03-Feb-2008 00:45:31 116.42943 39.93975
03-Feb-2008 00:47:08 116.43012 39.93912
03-Feb-2008 00:47:31 116.43043 39.93813
03-Feb-2008 00:47:31 116.43043 39.93813
03-Feb-2008 00:51:25 116.43267 39.94562
03-Feb-2008 00:53:27 116.43232 39.94573
03-Feb-2008 00:54:56 116.4325 39.94548
03-Feb-2008 00:54:59 116.43257 39.94548
03-Feb-2008 00:55:24 116.434 39.94682
