Data(UTC) Time(UTC) Latitude Longitude
02-Feb-2008 13:38:09 116.34582 40.01255
02-Feb-2008 13:39:56 116.34515 40.00953
02-Feb-2008 13:43:10 116.34607 40.00723
02-Feb-2008 13:48:12 116.3453 40.01508
02-Feb-2008 13:49:59 116.34541 40.01503
02-Feb-2008 13:53:14 116.34534 40.01501
02-Feb-2008 13:57:31 116.34494 40.01399
02-Feb-2008 14:02:03 116.34456 40.00633
02-Feb-2008 14:03:20 116.34141 40.00633
02-Feb-2008 14:08:22 116.34188 40.00572
02-Feb-2008 14:12:07 116.34189 40.00591
02-Feb-2008 14:13:23 116.3419 40.0061
02-Feb-2008 14:18:25 116.38919 40.00838
02-Feb-2008 14:22:10 116.40249 40.02004
02-Feb-2008 14:23:27 116.4041 40.0294
02-Feb-2008 14:32:13 116.40703 40.06549
02-Feb-2008 14:33:30 116.40664 40.07018
02-Feb-2008 14:38:32 116.40729 40.08996
02-Feb-2008 14:38:32 116.40729 40.08996
02-Feb-2008 14:42:17 116.38811 40.10482
02-Feb-2008 14:43:33 116.38632 40.1047
02-Feb-2008 14:52:20 116.40759 40.07837
02-Feb-2008 14:53:37 116.40704 40.07514
02-Feb-2008 14:58:38 116.40653 40.06723
02-Feb-2008 15:02:23 116.3749 40.06532
02-Feb-2008 15:03:40 116.37812 40.061
02-Feb-2008 15:12:26 116.32214 40.05512
02-Feb-2008 15:13:43 116.32027 40.05905
02-Feb-2008 15:18:45 116.33924 40.06318
02-Feb-2008 15:22:30 116.33148 40.05737
02-Feb-2008 15:23:47 116.3246 40.05522
02-Feb-2008 15:28:48 116.33376 40.03864
02-Feb-2008 15:33:50 116.31566 40.03528
02-Feb-2008 15:38:52 116.31408 40.03058
02-Feb-2008 15:42:36 116.3081 40.028
02-Feb-2008 15:43:53 116.30707 40.02724
02-Feb-2008 15:48:55 116.30884 40.00331
02-Feb-2008 15:52:40 116.30969 39.99113
02-Feb-2008 15:58:58 116.31066 39.97725
02-Feb-2008 16:02:43 116.31906 39.97288
02-Feb-2008 16:09:01 116.33186 39.97431
02-Feb-2008 16:12:46 116.3376 39.97727
