Data(UTC) Time(UTC) Latitude Longitude
02-Feb-2008 13:33:12 116.36662 39.93838
02-Feb-2008 13:36:06 116.36642 39.94022
02-Feb-2008 13:38:13 116.36611 39.94611
02-Feb-2008 13:41:08 116.36881 39.94719
02-Feb-2008 13:43:15 116.37344 39.95071
02-Feb-2008 13:46:10 116.37508 39.97647
02-Feb-2008 13:48:17 116.37846 39.98622
02-Feb-2008 13:51:12 116.40199 39.98653
02-Feb-2008 13:53:19 116.40468 39.99042
02-Feb-2008 13:56:14 116.40759 39.98793
02-Feb-2008 13:58:21 116.40134 39.98785
02-Feb-2008 14:01:15 116.40106 39.97602
02-Feb-2008 14:03:22 116.40119 39.97088
02-Feb-2008 14:06:17 116.40112 39.97294
02-Feb-2008 14:11:19 116.40908 39.98459
02-Feb-2008 14:13:26 116.4103 39.98187
02-Feb-2008 14:16:21 116.41172 39.96813
02-Feb-2008 14:18:28 116.41177 39.96808
02-Feb-2008 14:21:22 116.41216 39.95635
02-Feb-2008 14:23:30 116.41017 39.94774
02-Feb-2008 14:26:24 116.41055 39.9417
02-Feb-2008 14:28:31 116.41064 39.93817
02-Feb-2008 14:31:26 116.4109 39.93255
02-Feb-2008 14:33:33 116.41092 39.93228
02-Feb-2008 14:33:33 116.41092 39.93228
02-Feb-2008 14:36:28 116.41116 39.92517
02-Feb-2008 14:38:35 116.4112 39.92287
02-Feb-2008 14:41:30 116.41219 39.91398
02-Feb-2008 14:43:37 116.41997 39.91402
02-Feb-2008 14:47:27 116.4211 39.91509
02-Feb-2008 16:09:23 116.42169 39.9138
02-Feb-2008 16:13:04 116.42021 39.9222
02-Feb-2008 16:14:24 116.42017 39.92339
02-Feb-2008 16:18:06 116.41501 39.93229
02-Feb-2008 16:19:26 116.40366 39.93207
02-Feb-2008 16:23:08 116.39084 39.93214
02-Feb-2008 16:24:28 116.38632 39.93215
02-Feb-2008 16:29:30 116.36332 39.93122
02-Feb-2008 16:33:12 116.35089 39.93093
02-Feb-2008 16:34:31 116.35049 39.93106
02-Feb-2008 16:34:31 116.35049 39.93106
02-Feb-2008 16:38:13 116.34318 39.931
02-Feb-2008 16:39:33 116.3391 39.93111
02-Feb-2008 16:44:35 116.3325 39.93532
02-Feb-2008 16:48:17 116.33048 39.93106
02-Feb-2008 16:49:37 116.33676 39.931
02-Feb-2008 16:53:19 116.34448 39.93096
02-Feb-2008 16:54:38 116.34644 39.93092
