Data(UTC) Time(UTC) Latitude Longitude
02-Feb-2008 13:44:47 116.46003 39.89933
02-Feb-2008 13:54:47 116.46003 39.89933
02-Feb-2008 14:04:47 116.45941 39.89979
02-Feb-2008 14:08:03 116.46006 39.89925
02-Feb-2008 14:14:47 116.46006 39.89925
02-Feb-2008 14:24:47 116.46005 39.89925
02-Feb-2008 14:34:47 116.46005 39.89926
02-Feb-2008 14:54:47 116.46007 39.89938
02-Feb-2008 15:04:46 116.46007 39.89937
02-Feb-2008 15:14:46 116.46007 39.89937
02-Feb-2008 15:24:47 116.46007 39.89936
02-Feb-2008 15:34:47 116.46007 39.89936
02-Feb-2008 15:44:46 116.46007 39.89935
02-Feb-2008 15:54:46 116.46008 39.89934
02-Feb-2008 16:04:46 116.45995 39.89926
02-Feb-2008 16:14:46 116.47071 39.89918
02-Feb-2008 16:24:11 116.4556 39.88695
02-Feb-2008 16:34:11 116.45568 39.91216
02-Feb-2008 16:44:11 116.45567 39.94411
02-Feb-2008 16:44:11 116.45567 39.94411
02-Feb-2008 16:54:11 116.42657 39.96818
02-Feb-2008 17:27:21 116.37902 39.96215
02-Feb-2008 17:37:21 116.40913 39.94774
02-Feb-2008 17:37:21 116.40913 39.94774
02-Feb-2008 17:47:21 116.42619 39.953
02-Feb-2008 17:47:37 116.42638 39.95444
02-Feb-2008 17:57:21 116.43704 39.94626
02-Feb-2008 18:00:41 116.44774 39.94697
02-Feb-2008 18:08:12 116.43793 39.93239
02-Feb-2008 18:17:21 116.42498 39.93239
02-Feb-2008 18:24:31 116.40915 39.93214
02-Feb-2008 18:33:15 116.40282 39.93023
02-Feb-2008 18:41:07 116.42036 39.93501
02-Feb-2008 18:51:07 116.43411 39.92031
02-Feb-2008 19:01:08 116.43296 39.92257
02-Feb-2008 19:11:08 116.4328 39.92261
02-Feb-2008 19:20:08 116.43295 39.92223
02-Feb-2008 19:30:08 116.45401 39.96136
02-Feb-2008 19:40:08 116.4599 39.97654
02-Feb-2008 19:42:28 116.46312 39.9793
02-Feb-2008 19:50:08 116.4566 39.99417
02-Feb-2008 19:55:41 116.44946 39.99951
02-Feb-2008 20:05:41 116.4586 39.98383
02-Feb-2008 20:06:23 116.45883 39.98372
02-Feb-2008 20:16:23 116.47831 39.95995
02-Feb-2008 20:26:23 116.48916 39.92152
02-Feb-2008 20:37:48 116.50334 39.91482
02-Feb-2008 20:39:35 116.49941 39.91486
02-Feb-2008 20:49:35 116.47387 39.90716
02-Feb-2008 20:59:35 116.4559 39.90716
02-Feb-2008 21:09:35 116.45533 39.89358
02-Feb-2008 21:19:35 116.43332 39.85777
02-Feb-2008 21:19:35 116.43332 39.85777
02-Feb-2008 21:23:21 116.43254 39.85631
02-Feb-2008 21:33:21 116.4336 39.86926
02-Feb-2008 21:43:21 116.4301 39.87987
02-Feb-2008 21:53:21 116.43006 39.87985
02-Feb-2008 21:55:22 116.42441 39.87973
02-Feb-2008 22:03:49 116.43862 39.86434
02-Feb-2008 22:13:49 116.4501 39.88026
02-Feb-2008 22:15:37 116.44996 39.88251
02-Feb-2008 22:25:37 116.46516 39.91469
02-Feb-2008 22:35:36 116.49944 39.91452
02-Feb-2008 22:37:15 116.50805 39.91505
02-Feb-2008 22:45:37 116.48305 39.9142
