Data(UTC) Time(UTC) Latitude Longitude
02-Feb-2008 13:43:35 116.41324 39.78574
02-Feb-2008 14:20:54 116.41308 39.78573
02-Feb-2008 14:58:42 116.37797 39.89996
02-Feb-2008 15:03:44 116.38974 39.89895
02-Feb-2008 15:08:46 116.37856 39.88897
02-Feb-2008 15:13:48 116.37816 39.8963
02-Feb-2008 15:17:05 116.3896 39.89822
02-Feb-2008 15:17:05 116.3896 39.89822
02-Feb-2008 15:22:07 116.39406 39.89016
02-Feb-2008 15:32:15 116.41965 39.89608
02-Feb-2008 15:39:22 116.41945 39.90345
02-Feb-2008 15:44:24 116.42136 39.90337
02-Feb-2008 15:49:25 116.42154 39.90341
02-Feb-2008 16:17:55 116.44135 39.93505
02-Feb-2008 16:29:36 116.42588 39.92543
02-Feb-2008 16:29:36 116.42588 39.92543
02-Feb-2008 16:34:37 116.42544 39.92599
02-Feb-2008 17:08:08 116.58675 40.0783
02-Feb-2008 17:13:10 116.58159 40.07684
02-Feb-2008 17:13:10 116.58159 40.07684
02-Feb-2008 17:18:12 116.58116 40.07067
02-Feb-2008 17:28:15 116.56311 40.06645
02-Feb-2008 17:33:17 116.56371 40.0701
02-Feb-2008 17:38:19 116.56433 40.07018
02-Feb-2008 17:43:21 116.56592 40.07038
02-Feb-2008 17:48:22 116.56661 40.07145
02-Feb-2008 17:53:24 116.56661 40.07145
02-Feb-2008 17:58:26 116.56661 40.07145
02-Feb-2008 18:08:30 116.56661 40.07145
02-Feb-2008 18:13:31 116.56661 40.07145
02-Feb-2008 18:21:20 116.56251 40.06833
02-Feb-2008 18:26:22 116.55516 40.06266
02-Feb-2008 18:31:24 116.54036 40.06133
02-Feb-2008 18:36:26 116.53535 40.05393
02-Feb-2008 18:41:27 116.51773 40.02492
02-Feb-2008 18:41:27 116.51773 40.02492
02-Feb-2008 18:46:29 116.49614 40.00151
02-Feb-2008 18:51:31 116.47192 39.99437
02-Feb-2008 18:56:33 116.46701 39.99734
02-Feb-2008 19:01:34 116.46701 39.99734
02-Feb-2008 19:04:54 116.4673 39.99717
02-Feb-2008 19:09:55 116.47737 39.98928
02-Feb-2008 19:14:57 116.47815 39.98998
02-Feb-2008 19:15:00 116.47821 39.98999
02-Feb-2008 19:20:02 116.46319 39.99065
02-Feb-2008 19:25:04 116.4661 39.98271
02-Feb-2008 19:30:04 116.46586 39.98292
02-Feb-2008 19:35:04 116.46579 39.98295
02-Feb-2008 19:40:06 116.46572 39.98297
02-Feb-2008 20:47:17 116.65006 39.92006
02-Feb-2008 20:52:45 116.63761 39.92154
02-Feb-2008 20:57:47 116.60798 39.90668
02-Feb-2008 21:02:48 116.52221 39.90835
02-Feb-2008 21:07:50 116.46024 39.90708
02-Feb-2008 21:12:52 116.45924 39.90707
02-Feb-2008 21:17:54 116.45859 39.90712
02-Feb-2008 21:27:57 116.45533 39.89546
02-Feb-2008 21:32:59 116.44595 39.85952
02-Feb-2008 21:38:01 116.426 39.86446
02-Feb-2008 22:00:27 116.52146 39.88359
02-Feb-2008 22:05:29 116.50903 39.89196
02-Feb-2008 22:16:21 116.47448 39.91443
02-Feb-2008 22:21:23 116.46926 39.90723
02-Feb-2008 22:21:29 116.4685 39.90721
02-Feb-2008 22:26:31 116.42945 39.90729
02-Feb-2008 22:31:33 116.42252 39.90492
02-Feb-2008 22:36:35 116.41268 39.89983
02-Feb-2008 22:41:36 116.41086 39.89788
02-Feb-2008 22:46:38 116.40807 39.89849
02-Feb-2008 22:46:38 116.40807 39.89849
02-Feb-2008 22:59:13 116.37949 39.899
02-Feb-2008 23:46:52 116.25734 39.91651
02-Feb-2008 23:51:53 116.26751 39.90611
02-Feb-2008 23:56:55 116.27738 39.90109
03-Feb-2008 00:01:57 116.289 39.89558
03-Feb-2008 00:06:26 116.34139 39.89648
03-Feb-2008 00:42:48 116.43975 39.83117
03-Feb-2008 00:54:59 116.48544 39.79763
03-Feb-2008 00:59:02 116.46528 39.79731
03-Feb-2008 01:04:04 116.44339 39.80482
03-Feb-2008 01:09:06 116.41819 39.80217
03-Feb-2008 01:14:07 116.43214 39.78904
03-Feb-2008 01:19:09 116.41295 39.7851
03-Feb-2008 09:28:30 116.41372 39.79201
03-Feb-2008 09:54:26 116.38807 39.88498
03-Feb-2008 09:54:44 116.38758 39.88498
03-Feb-2008 09:59:46 116.37552 39.87909
03-Feb-2008 10:09:50 116.351 39.87544
03-Feb-2008 10:14:51 116.35936 39.87097
03-Feb-2008 10:15:04 116.35827 39.87094
03-Feb-2008 10:20:06 116.36305 39.86837
03-Feb-2008 10:25:08 116.40926 39.8706
03-Feb-2008 10:30:10 116.43837 39.8896
03-Feb-2008 10:58:14 116.41147 39.90807
03-Feb-2008 11:03:16 116.41147 39.90806
03-Feb-2008 11:09:51 116.42059 39.90401
03-Feb-2008 11:19:53 116.42126 39.90341
03-Feb-2008 11:24:55 116.4214 39.90342
03-Feb-2008 12:23:36 116.31502 39.88594
03-Feb-2008 12:23:57 116.31499 39.88647
03-Feb-2008 12:25:58 116.31499 39.88741
03-Feb-2008 12:25:58 116.31499 39.88741
03-Feb-2008 12:26:28 116.315 39.88759
03-Feb-2008 12:26:45 116.31518 39.88868
03-Feb-2008 12:26:53 116.31516 39.88927
03-Feb-2008 12:27:09 116.31519 39.89048
03-Feb-2008 12:27:21 116.31559 39.89121
03-Feb-2008 12:33:38 116.30608 39.88082
03-Feb-2008 12:52:37 116.38106 39.86388
03-Feb-2008 12:57:39 116.38051 39.85593
