UTS Latitude Longitude
1372637314 41.145849 -8.617527
1372637329 41.144832 -8.616978
1372637344 41.145426 -8.615754
1372637359 41.145408 -8.615745
1372637374 41.145714 -8.615466
1372637389 41.147046 -8.615142
1372637404 41.147118 -8.615142
1372637419 41.147298 -8.61579
1372637434 41.147235 -8.617455
1372637449 41.147217 -8.617716
1372637464 41.147505 -8.618013
1372637479 41.148603 -8.618796
1372637494 41.148468 -8.619948
1372637509 41.148927 -8.620758
1372637524 41.150565 -8.621055
1372637539 41.152284 -8.620893
1372637554 41.154246 -8.621001
1372637569 41.15547 -8.620821
1372637584 41.155452 -8.620848
1372637599 41.155803 -8.620812
1372637614 41.157225 -8.62092
1372637629 41.158242 -8.622819
1372637644 41.159475 -8.624682
1372637659 41.159718 -8.624664
1372637674 41.160492 -8.624691
1372637689 41.161563 -8.624709
1372637704 41.161563 -8.624718
1372637719 41.161554 -8.624727
1372637734 41.161545 -8.624736
1372637749 41.161536 -8.624736
1372637764 41.161536 -8.624736
1372637779 41.161545 -8.624727
1372637794 41.161554 -8.6247
