UTS Latitude Longitude
1372636869 41.151942 -8.574705
1372636884 41.151933 -8.574696
1372636899 41.15196 -8.57466
1372636914 41.151933 -8.574723
1372636929 41.151924 -8.574714
1372636944 41.151924 -8.574714
1372636959 41.150934 -8.575164
1372636974 41.150232 -8.577135
1372636989 41.148639 -8.57853
1372637004 41.147316 -8.579745
1372637019 41.146173 -8.579358
1372637034 41.14503 -8.580744
1372637049 41.14512 -8.582904
1372637064 41.146479 -8.58438
1372637079 41.145876 -8.610849
1372637094 41.146479 -8.610012
1372637109 41.146866 -8.609058
1372637124 41.147055 -8.608968
1372637139 41.148702 -8.586027
1372637154 41.149224 -8.587197
1372637169 41.148963 -8.588205
1372637184 41.147604 -8.588835
1372637199 41.147082 -8.590176
1372637214 41.146614 -8.592543
1372637229 41.146245 -8.594721
1372637244 41.146317 -8.596737
1372637259 41.146119 -8.59869
1372637274 41.146101 -8.598816
1372637289 41.146155 -8.600193
1372637304 41.146101 -8.601057
1372637319 41.14575 -8.602344
1372637334 41.145705 -8.602785
1372637349 41.145597 -8.60328
1372637364 41.145417 -8.604045
1372637379 41.144256 -8.604657
1372637394 41.142555 -8.605854
1372637409 41.142753 -8.607951
1372637424 41.142825 -8.607978
1372637439 41.142879 -8.607996
1372637454 41.142888 -8.607987
1372637469 41.142915 -8.608005
1372637484 41.142915 -8.607996
