UTS Latitude Longitude
1372636980 41.140926 -8.614854
1372636995 41.14152 -8.613351
1372637010 41.140854 -8.609976
1372637025 41.141295 -8.607537
1372637040 41.141808 -8.603676
1372637055 41.141916 -8.599833
1372637070 41.140494 -8.596458
1372637085 41.140008 -8.592993
1372637100 41.140674 -8.589384
1372637115 41.142753 -8.587026
1372637130 41.143644 -8.583831
1372637145 41.143698 -8.581086
1372637160 41.144238 -8.579133
1372637175 41.144688 -8.577594
1372637190 41.145957 -8.578809
1372637205 41.147136 -8.580168
1372637220 41.149359 -8.578827
1372637235 41.151879 -8.579808
1372637250 41.153868 -8.581626
1372637265 41.155434 -8.582076
1372637280 41.155947 -8.580546
1372637295 41.156271 -8.578719
1372637310 41.157693 -8.578629
1372637325 41.159439 -8.578521
1372637340 41.160717 -8.578224
